index,session_idx,request_ts,response_ts,elapsed_s,category,status,tool,args_keys,args_json,error_code,error_message,is_retry,retry_of_index,response_preview,response_text
11,1,2026-04-26T14:27:52.753,2026-04-26T14:27:52.756,0.003,BAD_TOOL,APP_ERROR,Echo,[],{},,,False,,MCP error -32602: Tool Echo not found,MCP error -32602: Tool Echo not found
12,1,2026-04-26T14:27:52.970,2026-04-26T14:27:52.974,0.004,BAD_TOOL,APP_ERROR,get_sum,[],{},,,False,,MCP error -32602: Tool get_sum not found,MCP error -32602: Tool get_sum not found
13,1,2026-04-26T14:27:53.189,2026-04-26T14:27:53.195,0.006,BAD_TOOL,APP_ERROR,admin-override,[],{},,,False,,MCP error -32602: Tool admin-override not found,MCP error -32602: Tool admin-override not found
14,1,2026-04-26T14:27:53.405,2026-04-26T14:27:53.409,0.004,BAD_TOOL,APP_ERROR,,[],{},,,False,,MCP error -32602: Tool  not found,MCP error -32602: Tool  not found
15,1,2026-04-26T14:27:53.618,2026-04-26T14:27:53.627,0.009,BAD_PARAMS,APP_ERROR,echo,[],{},,,False,,"MCP error -32602: Input validation error: Invalid arguments for tool echo: [   {     ""code"": ""invalid_type"",     ""expected"": ""string"",     ""received"": ""undefined"",     ""path"": [       ""message""     ],     ""message"": ""Required""   } ]","MCP error -32602: Input validation error: Invalid arguments for tool echo: [
  {
    ""code"": ""invalid_type"",
    ""expected"": ""string"",
    ""received"": ""undefined"",
    ""path"": [
      ""message""
    ],
    ""message"": ""Required""
  }
]"
16,1,2026-04-26T14:27:53.838,2026-04-26T14:27:53.844,0.006,BAD_PARAMS,APP_ERROR,get-sum,['a'],"{""a"":1}",,,False,,"MCP error -32602: Input validation error: Invalid arguments for tool get-sum: [   {     ""code"": ""invalid_type"",     ""expected"": ""number"",     ""received"": ""undefined"",     ""path"": [       ""b""     ],     ""message"": ""Required""   } ]","MCP error -32602: Input validation error: Invalid arguments for tool get-sum: [
  {
    ""code"": ""invalid_type"",
    ""expected"": ""number"",
    ""received"": ""undefined"",
    ""path"": [
      ""b""
    ],
    ""message"": ""Required""
  }
]"
17,1,2026-04-26T14:27:54.055,2026-04-26T14:27:54.062,0.007,BAD_PARAMS,APP_ERROR,get-annotated-message,[],{},,,False,,"MCP error -32602: Input validation error: Invalid arguments for tool get-annotated-message: [   {     ""expected"": ""'error' | 'success' | 'debug'"",     ""received"": ""undefined"",     ""code"": ""invalid_type"",     ""path"": [       ""messageType""     ],     ""message"": ""Required""   } ]","MCP error -32602: Input validation error: Invalid arguments for tool get-annotated-message: [
  {
    ""expected"": ""'error' | 'success' | 'debug'"",
    ""received"": ""undefined"",
    ""code"": ""invalid_type"",
    ""path"": [
      ""messageType""
    ],
    ""message"": ""Required""
  }
]"
18,1,2026-04-26T14:27:54.269,2026-04-26T14:27:54.272,0.003,ERROR,APP_ERROR,simulate-research-query,[],{},,,False,,MCP error -32601: Tool simulate-research-query requires task augmentation (taskSupport: 'required'),MCP error -32601: Tool simulate-research-query requires task augmentation (taskSupport: 'required')
19,1,2026-04-26T14:27:54.487,2026-04-26T14:27:54.491,0.004,VALID,OK,echo,['message'],"{""message"":""<script>alert(1)</script>""}",,,False,,Echo: <script>alert(1)</script>,Echo: <script>alert(1)</script>
20,1,2026-04-26T14:27:54.705,2026-04-26T14:27:54.708,0.003,VALID,OK,echo,['message'],"{""message"":""' OR '1'='1""}",,,False,,Echo: ' OR '1'='1,Echo: ' OR '1'='1
