asset,tool,score,band
backend-api,get_pull_request,4.0,medium
backend-api,list_pull_requests,16.0,high
backend-api,create_pull_request_review,16.0,medium
backend-api,merge_pull_request,48.0,critical
backend-api,get_pull_request_files,16.0,high
backend-api,get_pull_request_status,8.0,medium
backend-api,update_pull_request_branch,24.0,high
backend-api,get_pull_request_comments,16.0,high
backend-api,get_pull_request_reviews,16.0,high
payments-service,create_or_update_file,24.0,high
payments-service,search_repositories,16.0,high
payments-service,create_repository,0.0,low
payments-service,get_file_contents,16.0,high
payments-service,push_files,48.0,critical
payments-service,create_issue,8.0,medium
payments-service,create_pull_request,16.0,medium
payments-service,fork_repository,32.0,high
payments-service,create_branch,16.0,medium
payments-service,list_commits,16.0,high
payments-service,list_issues,16.0,high
payments-service,update_issue,16.0,medium
payments-service,add_issue_comment,8.0,medium
payments-service,search_code,16.0,high
payments-service,search_issues,16.0,high
payments-service,search_users,4.0,medium
payments-service,get_issue,4.0,medium
payments-service,get_pull_request,4.0,medium
payments-service,list_pull_requests,16.0,high
payments-service,create_pull_request_review,16.0,medium
payments-service,merge_pull_request,48.0,critical
payments-service,get_pull_request_files,16.0,high
payments-service,get_pull_request_status,8.0,medium
payments-service,update_pull_request_branch,24.0,high
payments-service,get_pull_request_comments,8.0,medium
payments-service,get_pull_request_reviews,8.0,medium
infra-config,create_or_update_file,30.0,high
infra-config,search_repositories,20.0,high
infra-config,create_repository,0.0,high
infra-config,get_file_contents,20.0,high
infra-config,push_files,75.0,critical
infra-config,create_issue,10.0,high
infra-config,create_pull_request,20.0,high
infra-config,fork_repository,40.0,high
infra-config,create_branch,20.0,high
infra-config,list_commits,20.0,high
infra-config,list_issues,20.0,high
infra-config,update_issue,20.0,high
infra-config,add_issue_comment,10.0,high
infra-config,search_code,20.0,high
infra-config,search_issues,20.0,high
infra-config,search_users,0.0,medium
infra-config,get_issue,5.0,medium
infra-config,get_pull_request,5.0,medium
infra-config,list_pull_requests,20.0,high
infra-config,create_pull_request_review,20.0,high
infra-config,merge_pull_request,60.0,critical
infra-config,get_pull_request_files,20.0,high
infra-config,get_pull_request_status,5.0,medium
infra-config,update_pull_request_branch,40.0,high
infra-config,get_pull_request_comments,10.0,medium
infra-config,get_pull_request_reviews,20.0,high
ml-research,create_or_update_file,24.0,high
ml-research,search_repositories,16.0,high
ml-research,create_repository,0.0,low
ml-research,get_file_contents,16.0,high
ml-research,push_files,48.0,critical
ml-research,create_issue,16.0,medium
ml-research,create_pull_request,16.0,medium
ml-research,fork_repository,32.0,high
ml-research,create_branch,16.0,medium
ml-research,list_commits,16.0,high
ml-research,list_issues,16.0,high
ml-research,update_issue,16.0,medium
ml-research,add_issue_comment,8.0,medium
ml-research,search_code,16.0,high
ml-research,search_issues,16.0,high
ml-research,search_users,4.0,medium
ml-research,get_issue,4.0,medium
ml-research,get_pull_request,4.0,medium
ml-research,list_pull_requests,16.0,high
ml-research,create_pull_request_review,16.0,medium
ml-research,merge_pull_request,48.0,critical
ml-research,get_pull_request_files,16.0,high
ml-research,get_pull_request_status,8.0,medium
ml-research,update_pull_request_branch,24.0,high
ml-research,get_pull_request_comments,8.0,medium
ml-research,get_pull_request_reviews,8.0,medium
