asset,sens,tool,impact,blast_raw,blast_g3_s4f2,score_g3_s4f2,band_g3_s4f2,blast_g3_s4f3,score_g3_s4f3,band_g3_s4f3,blast_g4_s4f2,score_g4_s4f2,band_g4_s4f2,blast_g4_s4f3,score_g4_s4f3,band_g4_s4f3
event-attendee-lists,4,create-event,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
event-attendee-lists,4,create-events,4,3,3,48.0,medium,3,48.0,medium,3,48.0,medium,3,48.0,medium
event-attendee-lists,4,update-event,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
event-attendee-lists,4,delete-event,5,1,2,40.0,high,3,60.0,high,2,40.0,high,3,60.0,high
event-attendee-lists,4,get-freebusy,2,,,,na,,,na,,,na,,,na
event-attendee-lists,4,get-current-time,1,,,,na,,,na,,,na,,,na
event-attendee-lists,4,respond-to-event,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
event-attendee-lists,4,manage-accounts,5,,,,na,,,na,,,na,,,na
outbound-invite-email,4,list-calendars,2,,,,na,,,na,,,na,,,na
outbound-invite-email,4,list-events,2,,,,na,,,na,,,na,,,na
outbound-invite-email,4,search-events,3,,,,na,,,na,,,na,,,na
outbound-invite-email,4,get-event,3,,,,na,,,na,,,na,,,na
outbound-invite-email,4,list-colors,1,,,,na,,,na,,,na,,,na
outbound-invite-email,4,create-event,4,,,,na,,,na,,,na,,,na
outbound-invite-email,4,create-events,4,,,,na,,,na,,,na,,,na
outbound-invite-email,4,update-event,4,,,,na,,,na,,,na,,,na
outbound-invite-email,4,delete-event,5,,,,na,,,na,,,na,,,na
outbound-invite-email,4,get-freebusy,2,,,,na,,,na,,,na,,,na
outbound-invite-email,4,get-current-time,1,,,,na,,,na,,,na,,,na
outbound-invite-email,4,respond-to-event,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
outbound-invite-email,4,manage-accounts,5,,,,na,,,na,,,na,,,na
rsvp-state,2,list-calendars,2,,,,na,,,na,,,na,,,na
rsvp-state,2,list-events,2,,,,na,,,na,,,na,,,na
rsvp-state,2,search-events,3,,,,na,,,na,,,na,,,na
rsvp-state,2,get-event,3,,,,na,,,na,,,na,,,na
rsvp-state,2,list-colors,1,,,,na,,,na,,,na,,,na
rsvp-state,2,create-event,4,,,,na,,,na,,,na,,,na
rsvp-state,2,create-events,4,,,,na,,,na,,,na,,,na
rsvp-state,2,update-event,4,,,,na,,,na,,,na,,,na
rsvp-state,2,delete-event,5,,,,na,,,na,,,na,,,na
rsvp-state,2,get-freebusy,2,,,,na,,,na,,,na,,,na
rsvp-state,2,get-current-time,1,,,,na,,,na,,,na,,,na
rsvp-state,2,respond-to-event,4,1,1,8.0,low,1,8.0,low,1,8.0,low,1,8.0,low
rsvp-state,2,manage-accounts,5,,,,na,,,na,,,na,,,na
connected-account-config,5,list-calendars,2,,,,na,,,na,,,na,,,na
connected-account-config,5,list-events,2,,,,na,,,na,,,na,,,na
connected-account-config,5,search-events,3,,,,na,,,na,,,na,,,na
connected-account-config,5,get-event,3,,,,na,,,na,,,na,,,na
connected-account-config,5,list-colors,1,,,,na,,,na,,,na,,,na
connected-account-config,5,create-event,4,,,,na,,,na,,,na,,,na
connected-account-config,5,create-events,4,,,,na,,,na,,,na,,,na
connected-account-config,5,update-event,4,,,,na,,,na,,,na,,,na
connected-account-config,5,delete-event,5,,,,na,,,na,,,na,,,na
connected-account-config,5,get-freebusy,2,,,,na,,,na,,,na,,,na
connected-account-config,5,get-current-time,1,,,,na,,,na,,,na,,,na
connected-account-config,5,respond-to-event,4,,,,na,,,na,,,na,,,na
connected-account-config,5,manage-accounts,5,5,5,125.0,critical,5,125.0,critical,5,125.0,critical,5,125.0,critical
free-busy-availability,3,list-calendars,2,,,,na,,,na,,,na,,,na
free-busy-availability,3,list-events,2,3,3,18.0,medium,3,18.0,medium,3,18.0,medium,3,18.0,medium
free-busy-availability,3,search-events,3,3,3,27.0,medium,3,27.0,medium,3,27.0,medium,3,27.0,medium
free-busy-availability,3,get-event,3,,,,na,,,na,,,na,,,na
free-busy-availability,3,list-colors,1,,,,na,,,na,,,na,,,na
free-busy-availability,3,create-event,4,,,,na,,,na,,,na,,,na
free-busy-availability,3,create-events,4,,,,na,,,na,,,na,,,na
free-busy-availability,3,update-event,4,,,,na,,,na,,,na,,,na
free-busy-availability,3,delete-event,5,,,,na,,,na,,,na,,,na
free-busy-availability,3,get-freebusy,2,3,3,18.0,medium,3,18.0,medium,3,18.0,medium,3,18.0,medium
free-busy-availability,3,get-current-time,1,,,,na,,,na,,,na,,,na
free-busy-availability,3,respond-to-event,4,,,,na,,,na,,,na,,,na
free-busy-availability,3,manage-accounts,5,,,,na,,,na,,,na,,,na
calendar-directory,2,list-calendars,2,2,2,8.0,low,2,8.0,low,2,8.0,low,2,8.0,low
calendar-directory,2,list-events,2,,,,na,,,na,,,na,,,na
calendar-directory,2,search-events,3,,,,na,,,na,,,na,,,na
calendar-directory,2,get-event,3,,,,na,,,na,,,na,,,na
calendar-directory,2,list-colors,1,,,,na,,,na,,,na,,,na
calendar-directory,2,create-event,4,,,,na,,,na,,,na,,,na
calendar-directory,2,create-events,4,,,,na,,,na,,,na,,,na
calendar-directory,2,update-event,4,,,,na,,,na,,,na,,,na
calendar-directory,2,delete-event,5,,,,na,,,na,,,na,,,na
calendar-directory,2,get-freebusy,2,,,,na,,,na,,,na,,,na
calendar-directory,2,get-current-time,1,,,,na,,,na,,,na,,,na
calendar-directory,2,respond-to-event,4,,,,na,,,na,,,na,,,na
calendar-directory,2,manage-accounts,5,,,,na,,,na,,,na,,,na
color-catalog,1,list-calendars,2,,,,na,,,na,,,na,,,na
color-catalog,1,list-events,2,,,,na,,,na,,,na,,,na
color-catalog,1,search-events,3,,,,na,,,na,,,na,,,na
color-catalog,1,get-event,3,,,,na,,,na,,,na,,,na
color-catalog,1,list-colors,1,1,1,1.0,low,1,1.0,low,1,1.0,low,1,1.0,low
color-catalog,1,create-event,4,,,,na,,,na,,,na,,,na
color-catalog,1,create-events,4,,,,na,,,na,,,na,,,na
color-catalog,1,update-event,4,,,,na,,,na,,,na,,,na
color-catalog,1,delete-event,5,,,,na,,,na,,,na,,,na
color-catalog,1,get-freebusy,2,,,,na,,,na,,,na,,,na
color-catalog,1,get-current-time,1,,,,na,,,na,,,na,,,na
color-catalog,1,respond-to-event,4,,,,na,,,na,,,na,,,na
color-catalog,1,manage-accounts,5,,,,na,,,na,,,na,,,na
calendar-records,3,list-calendars,2,3,3,18.0,medium,3,18.0,medium,3,18.0,medium,3,18.0,medium
calendar-records,3,list-events,2,3,3,18.0,medium,3,18.0,medium,3,18.0,medium,3,18.0,medium
calendar-records,3,search-events,3,3,3,27.0,medium,3,27.0,medium,3,27.0,medium,3,27.0,medium
calendar-records,3,get-event,3,1,1,9.0,low,1,9.0,low,1,9.0,low,1,9.0,low
calendar-records,3,list-colors,1,,,,na,,,na,,,na,,,na
calendar-records,3,create-event,4,,,,na,,,na,,,na,,,na
calendar-records,3,create-events,4,,,,na,,,na,,,na,,,na
calendar-records,3,update-event,4,,,,na,,,na,,,na,,,na
calendar-records,3,delete-event,5,,,,na,,,na,,,na,,,na
calendar-records,3,get-freebusy,2,3,3,18.0,medium,3,18.0,medium,3,18.0,medium,3,18.0,medium
calendar-records,3,get-current-time,1,,,,na,,,na,,,na,,,na
calendar-records,3,respond-to-event,4,,,,na,,,na,,,na,,,na
calendar-records,3,manage-accounts,5,,,,na,,,na,,,na,,,na
account-directory,4,list-calendars,2,5,5,40.0,medium,5,40.0,medium,5,40.0,medium,5,40.0,medium
account-directory,4,list-events,2,,,,na,,,na,,,na,,,na
account-directory,4,search-events,3,,,,na,,,na,,,na,,,na
account-directory,4,get-event,3,,,,na,,,na,,,na,,,na
account-directory,4,list-colors,1,,,,na,,,na,,,na,,,na
account-directory,4,create-event,4,,,,na,,,na,,,na,,,na
account-directory,4,create-events,4,,,,na,,,na,,,na,,,na
account-directory,4,update-event,4,,,,na,,,na,,,na,,,na
account-directory,4,delete-event,5,,,,na,,,na,,,na,,,na
account-directory,4,get-freebusy,2,,,,na,,,na,,,na,,,na
account-directory,4,get-current-time,1,,,,na,,,na,,,na,,,na
account-directory,4,respond-to-event,4,,,,na,,,na,,,na,,,na
account-directory,4,manage-accounts,5,5,5,100.0,critical,5,100.0,critical,5,100.0,critical,5,100.0,critical
