asset,sens,tool,impact,blast_raw,blast_g3_s4f2,score_g3_s4f2,band_g3_s4f2,blast_g3_s4f3,score_g3_s4f3,band_g3_s4f3,blast_g4_s4f2,score_g4_s4f2,band_g4_s4f2,blast_g4_s4f3,score_g4_s4f3,band_g4_s4f3
random,1,usergroups_update,4,,,,na,,,na,,,na,,,na
random,1,usergroups_users_update,4,,,,na,,,na,,,na,,,na
random,1,users_search,3,,,,na,,,na,,,na,,,na
engineering,3,channels_list,2,1,1,6.0,low,1,6.0,low,1,6.0,low,1,6.0,low
engineering,3,channels_me,2,2,2,12.0,low,2,12.0,low,2,12.0,low,2,12.0,low
engineering,3,conversations_add_message,4,1,1,12.0,low,1,12.0,low,1,12.0,low,1,12.0,low
engineering,3,conversations_history,3,4,4,36.0,medium,4,36.0,medium,4,36.0,medium,4,36.0,medium
engineering,3,conversations_join,4,4,4,48.0,medium,4,48.0,medium,4,48.0,medium,4,48.0,medium
engineering,3,conversations_leave,4,1,1,12.0,low,1,12.0,low,1,12.0,low,1,12.0,low
engineering,3,conversations_mark,2,4,4,24.0,medium,4,24.0,medium,4,24.0,medium,4,24.0,medium
engineering,3,conversations_replies,3,3,3,27.0,medium,3,27.0,medium,3,27.0,medium,3,27.0,medium
engineering,3,conversations_search_messages,3,4,4,36.0,medium,4,36.0,medium,4,36.0,medium,4,36.0,medium
engineering,3,conversations_unreads,3,2,2,18.0,medium,2,18.0,medium,2,18.0,medium,2,18.0,medium
engineering,3,usergroups_create,4,,,,na,,,na,,,na,,,na
engineering,3,usergroups_list,2,,,,na,,,na,,,na,,,na
engineering,3,usergroups_me,4,,,,na,,,na,,,na,,,na
engineering,3,usergroups_update,4,,,,na,,,na,,,na,,,na
engineering,3,usergroups_users_update,4,,,,na,,,na,,,na,,,na
engineering,3,users_search,3,,,,na,,,na,,,na,,,na
incident-response,4,channels_list,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
incident-response,4,channels_me,2,1,1,8.0,low,1,8.0,low,1,8.0,low,1,8.0,low
incident-response,4,conversations_add_message,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
incident-response,4,conversations_history,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
incident-response,4,conversations_join,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
incident-response,4,conversations_leave,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
incident-response,4,conversations_mark,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
incident-response,4,conversations_replies,3,3,3,36.0,medium,3,36.0,medium,3,36.0,medium,3,36.0,medium
incident-response,4,conversations_search_messages,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
incident-response,4,conversations_unreads,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
incident-response,4,usergroups_create,4,,,,na,,,na,,,na,,,na
incident-response,4,usergroups_list,2,,,,na,,,na,,,na,,,na
incident-response,4,usergroups_me,4,,,,na,,,na,,,na,,,na
incident-response,4,usergroups_update,4,,,,na,,,na,,,na,,,na
incident-response,4,usergroups_users_update,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
incident-response,4,users_search,3,,,,na,,,na,,,na,,,na
on-call,4,channels_list,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
on-call,4,channels_me,2,1,1,8.0,low,1,8.0,low,1,8.0,low,1,8.0,low
on-call,4,conversations_add_message,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
on-call,4,conversations_history,3,3,3,36.0,medium,3,36.0,medium,3,36.0,medium,3,36.0,medium
on-call,4,conversations_join,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
on-call,4,conversations_leave,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
on-call,4,conversations_mark,2,4,4,32.0,medium,4,32.0,medium,4,32.0,medium,4,32.0,medium
on-call,4,conversations_replies,3,3,3,36.0,medium,3,36.0,medium,3,36.0,medium,3,36.0,medium
on-call,4,conversations_search_messages,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
on-call,4,conversations_unreads,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
on-call,4,usergroups_create,4,,,,na,,,na,,,na,,,na
on-call,4,usergroups_list,2,,,,na,,,na,,,na,,,na
on-call,4,usergroups_me,4,,,,na,,,na,,,na,,,na
on-call,4,usergroups_update,4,,,,na,,,na,,,na,,,na
on-call,4,usergroups_users_update,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
on-call,4,users_search,3,,,,na,,,na,,,na,,,na
research-team,3,channels_list,2,2,2,12.0,low,2,12.0,low,2,12.0,low,2,12.0,low
research-team,3,channels_me,2,2,2,12.0,low,2,12.0,low,2,12.0,low,2,12.0,low
research-team,3,conversations_add_message,4,1,1,12.0,low,1,12.0,low,1,12.0,low,1,12.0,low
research-team,3,conversations_history,3,4,4,36.0,medium,4,36.0,medium,4,36.0,medium,4,36.0,medium
research-team,3,conversations_join,4,4,4,48.0,medium,4,48.0,medium,4,48.0,medium,4,48.0,medium
research-team,3,conversations_leave,4,1,1,12.0,low,1,12.0,low,1,12.0,low,1,12.0,low
research-team,3,conversations_mark,2,4,4,24.0,medium,4,24.0,medium,4,24.0,medium,4,24.0,medium
research-team,3,conversations_replies,3,4,4,36.0,medium,4,36.0,medium,4,36.0,medium,4,36.0,medium
research-team,3,conversations_search_messages,3,3,3,27.0,medium,3,27.0,medium,3,27.0,medium,3,27.0,medium
research-team,3,conversations_unreads,3,2,2,18.0,medium,2,18.0,medium,2,18.0,medium,2,18.0,medium
research-team,3,usergroups_create,4,,,,na,,,na,,,na,,,na
research-team,3,usergroups_list,2,,,,na,,,na,,,na,,,na
research-team,3,usergroups_me,4,,,,na,,,na,,,na,,,na
research-team,3,usergroups_update,4,,,,na,,,na,,,na,,,na
research-team,3,usergroups_users_update,4,2,2,24.0,medium,2,24.0,medium,2,24.0,medium,2,24.0,medium
research-team,3,users_search,3,,,,na,,,na,,,na,,,na
exec-private,4,channels_list,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
exec-private,4,channels_me,2,1,1,8.0,low,1,8.0,low,1,8.0,low,1,8.0,low
exec-private,4,conversations_add_message,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
exec-private,4,conversations_history,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
exec-private,4,conversations_join,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
exec-private,4,conversations_leave,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
exec-private,4,conversations_mark,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
exec-private,4,conversations_replies,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
exec-private,4,conversations_search_messages,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
exec-private,4,conversations_unreads,3,2,2,24.0,medium,3,36.0,medium,2,24.0,medium,2,24.0,medium
exec-private,4,usergroups_create,4,,,,na,,,na,,,na,,,na
exec-private,4,usergroups_list,2,,,,na,,,na,,,na,,,na
exec-private,4,usergroups_me,4,,,,na,,,na,,,na,,,na
exec-private,4,usergroups_update,4,,,,na,,,na,,,na,,,na
exec-private,4,usergroups_users_update,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
exec-private,4,users_search,3,,,,na,,,na,,,na,,,na
hr-internal,4,channels_list,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
hr-internal,4,channels_me,2,1,1,8.0,low,1,8.0,low,1,8.0,low,1,8.0,low
hr-internal,4,conversations_add_message,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
hr-internal,4,conversations_history,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
hr-internal,4,conversations_join,4,4,4,64.0,high,4,64.0,high,4,64.0,high,4,64.0,high
hr-internal,4,conversations_leave,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
hr-internal,4,conversations_mark,2,1,1,8.0,low,1,8.0,low,1,8.0,low,1,8.0,low
hr-internal,4,conversations_replies,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
hr-internal,4,conversations_search_messages,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
hr-internal,4,conversations_unreads,3,2,2,24.0,medium,3,36.0,medium,2,24.0,medium,2,24.0,medium
hr-internal,4,usergroups_create,4,,,,na,,,na,,,na,,,na
hr-internal,4,usergroups_list,2,,,,na,,,na,,,na,,,na
hr-internal,4,usergroups_me,4,,,,na,,,na,,,na,,,na
hr-internal,4,usergroups_update,4,,,,na,,,na,,,na,,,na
hr-internal,4,usergroups_users_update,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
hr-internal,4,users_search,3,,,,na,,,na,,,na,,,na
team-leads,4,channels_list,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
team-leads,4,channels_me,2,1,1,8.0,low,1,8.0,low,1,8.0,low,1,8.0,low
team-leads,4,conversations_add_message,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
team-leads,4,conversations_history,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
team-leads,4,conversations_join,4,4,4,64.0,high,4,64.0,high,4,64.0,high,4,64.0,high
team-leads,4,conversations_leave,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
team-leads,4,conversations_mark,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
team-leads,4,conversations_replies,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
team-leads,4,conversations_search_messages,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
team-leads,4,conversations_unreads,3,2,2,24.0,medium,3,36.0,medium,2,24.0,medium,2,24.0,medium
team-leads,4,usergroups_create,4,,,,na,,,na,,,na,,,na
team-leads,4,usergroups_list,2,,,,na,,,na,,,na,,,na
team-leads,4,usergroups_me,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
team-leads,4,usergroups_update,4,,,,na,,,na,,,na,,,na
team-leads,4,usergroups_users_update,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
team-leads,4,users_search,3,,,,na,,,na,,,na,,,na
channel-messages,4,channels_list,2,,,,na,,,na,,,na,,,na
channel-messages,4,channels_me,2,,,,na,,,na,,,na,,,na
channel-messages,4,conversations_add_message,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
channel-messages,4,conversations_history,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
channel-messages,4,conversations_join,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
channel-messages,4,conversations_leave,4,,,,na,,,na,,,na,,,na
channel-messages,4,conversations_mark,2,,,,na,,,na,,,na,,,na
channel-messages,4,conversations_replies,3,3,3,36.0,medium,3,36.0,medium,3,36.0,medium,3,36.0,medium
channel-messages,4,conversations_search_messages,3,3,3,36.0,medium,3,36.0,medium,3,36.0,medium,3,36.0,medium
channel-messages,4,conversations_unreads,3,4,4,48.0,high,4,48.0,high,4,48.0,high,4,48.0,high
channel-messages,4,usergroups_create,4,,,,na,,,na,,,na,,,na
channel-messages,4,usergroups_list,2,,,,na,,,na,,,na,,,na
channel-messages,4,usergroups_me,4,,,,na,,,na,,,na,,,na
channel-messages,4,usergroups_update,4,,,,na,,,na,,,na,,,na
channel-messages,4,usergroups_users_update,4,,,,na,,,na,,,na,,,na
channel-messages,4,users_search,3,,,,na,,,na,,,na,,,na
message-reactions,2,channels_list,2,,,,na,,,na,,,na,,,na
message-reactions,2,channels_me,2,,,,na,,,na,,,na,,,na
message-reactions,2,conversations_add_message,4,,,,na,,,na,,,na,,,na
message-reactions,2,conversations_history,3,,,,na,,,na,,,na,,,na
message-reactions,2,conversations_join,4,,,,na,,,na,,,na,,,na
message-reactions,2,conversations_leave,4,,,,na,,,na,,,na,,,na
message-reactions,2,conversations_mark,2,,,,na,,,na,,,na,,,na
message-reactions,2,conversations_replies,3,,,,na,,,na,,,na,,,na
message-reactions,2,conversations_search_messages,3,,,,na,,,na,,,na,,,na
message-reactions,2,conversations_unreads,3,,,,na,,,na,,,na,,,na
message-reactions,2,usergroups_create,4,,,,na,,,na,,,na,,,na
message-reactions,2,usergroups_list,2,,,,na,,,na,,,na,,,na
message-reactions,2,usergroups_me,4,,,,na,,,na,,,na,,,na
message-reactions,2,usergroups_update,4,,,,na,,,na,,,na,,,na
message-reactions,2,usergroups_users_update,4,,,,na,,,na,,,na,,,na
message-reactions,2,users_search,3,,,,na,,,na,,,na,,,na
read-markers,2,channels_list,2,,,,na,,,na,,,na,,,na
read-markers,2,channels_me,2,,,,na,,,na,,,na,,,na
read-markers,2,conversations_add_message,4,,,,na,,,na,,,na,,,na
read-markers,2,conversations_history,3,,,,na,,,na,,,na,,,na
read-markers,2,conversations_join,4,,,,na,,,na,,,na,,,na
read-markers,2,conversations_leave,4,,,,na,,,na,,,na,,,na
read-markers,2,conversations_mark,2,4,4,16.0,low,4,16.0,low,4,16.0,low,4,16.0,low
read-markers,2,conversations_replies,3,,,,na,,,na,,,na,,,na
read-markers,2,conversations_search_messages,3,,,,na,,,na,,,na,,,na
read-markers,2,conversations_unreads,3,,,,na,,,na,,,na,,,na
read-markers,2,usergroups_create,4,,,,na,,,na,,,na,,,na
read-markers,2,usergroups_list,2,,,,na,,,na,,,na,,,na
read-markers,2,usergroups_me,4,,,,na,,,na,,,na,,,na
read-markers,2,usergroups_update,4,,,,na,,,na,,,na,,,na
read-markers,2,usergroups_users_update,4,,,,na,,,na,,,na,,,na
read-markers,2,users_search,3,,,,na,,,na,,,na,,,na
usergroup-membership,4,channels_list,2,,,,na,,,na,,,na,,,na
usergroup-membership,4,channels_me,2,,,,na,,,na,,,na,,,na
usergroup-membership,4,conversations_add_message,4,,,,na,,,na,,,na,,,na
usergroup-membership,4,conversations_history,3,,,,na,,,na,,,na,,,na
usergroup-membership,4,conversations_join,4,,,,na,,,na,,,na,,,na
usergroup-membership,4,conversations_leave,4,,,,na,,,na,,,na,,,na
usergroup-membership,4,conversations_mark,2,,,,na,,,na,,,na,,,na
usergroup-membership,4,conversations_replies,3,,,,na,,,na,,,na,,,na
usergroup-membership,4,conversations_search_messages,3,,,,na,,,na,,,na,,,na
usergroup-membership,4,conversations_unreads,3,,,,na,,,na,,,na,,,na
usergroup-membership,4,usergroups_create,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
usergroup-membership,4,usergroups_list,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
usergroup-membership,4,usergroups_me,4,3,3,48.0,medium,3,48.0,medium,3,48.0,medium,3,48.0,medium
usergroup-membership,4,usergroups_update,4,,,,na,,,na,,,na,,,na
usergroup-membership,4,usergroups_users_update,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
usergroup-membership,4,users_search,3,,,,na,,,na,,,na,,,na
agent-channel-membership,4,channels_list,2,,,,na,,,na,,,na,,,na
agent-channel-membership,4,channels_me,2,4,4,32.0,medium,4,32.0,medium,4,32.0,medium,4,32.0,medium
agent-channel-membership,4,conversations_add_message,4,,,,na,,,na,,,na,,,na
agent-channel-membership,4,conversations_history,3,,,,na,,,na,,,na,,,na
agent-channel-membership,4,conversations_join,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
agent-channel-membership,4,conversations_leave,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
agent-channel-membership,4,conversations_mark,2,,,,na,,,na,,,na,,,na
agent-channel-membership,4,conversations_replies,3,,,,na,,,na,,,na,,,na
agent-channel-membership,4,conversations_search_messages,3,,,,na,,,na,,,na,,,na
agent-channel-membership,4,conversations_unreads,3,,,,na,,,na,,,na,,,na
agent-channel-membership,4,usergroups_create,4,,,,na,,,na,,,na,,,na
agent-channel-membership,4,usergroups_list,2,,,,na,,,na,,,na,,,na
agent-channel-membership,4,usergroups_me,4,,,,na,,,na,,,na,,,na
agent-channel-membership,4,usergroups_update,4,,,,na,,,na,,,na,,,na
agent-channel-membership,4,usergroups_users_update,4,,,,na,,,na,,,na,,,na
agent-channel-membership,4,users_search,3,,,,na,,,na,,,na,,,na
user-directory,4,channels_list,2,,,,na,,,na,,,na,,,na
user-directory,4,channels_me,2,,,,na,,,na,,,na,,,na
user-directory,4,conversations_add_message,4,,,,na,,,na,,,na,,,na
user-directory,4,conversations_history,3,,,,na,,,na,,,na,,,na
user-directory,4,conversations_join,4,,,,na,,,na,,,na,,,na
user-directory,4,conversations_leave,4,,,,na,,,na,,,na,,,na
user-directory,4,conversations_mark,2,,,,na,,,na,,,na,,,na
user-directory,4,conversations_replies,3,,,,na,,,na,,,na,,,na
user-directory,4,conversations_search_messages,3,,,,na,,,na,,,na,,,na
user-directory,4,conversations_unreads,3,,,,na,,,na,,,na,,,na
user-directory,4,usergroups_create,4,,,,na,,,na,,,na,,,na
user-directory,4,usergroups_list,2,,,,na,,,na,,,na,,,na
user-directory,4,usergroups_me,4,,,,na,,,na,,,na,,,na
user-directory,4,usergroups_update,4,,,,na,,,na,,,na,,,na
user-directory,4,usergroups_users_update,4,,,,na,,,na,,,na,,,na
user-directory,4,users_search,3,5,5,60.0,high,5,60.0,high,5,60.0,high,5,60.0,high
channel-directory,2,channels_list,2,4,4,16.0,low,4,16.0,low,4,16.0,low,4,16.0,low
channel-directory,2,channels_me,2,2,2,8.0,low,2,8.0,low,2,8.0,low,2,8.0,low
channel-directory,2,conversations_add_message,4,,,,na,,,na,,,na,,,na
channel-directory,2,conversations_history,3,,,,na,,,na,,,na,,,na
channel-directory,2,conversations_join,4,,,,na,,,na,,,na,,,na
channel-directory,2,conversations_leave,4,,,,na,,,na,,,na,,,na
channel-directory,2,conversations_mark,2,,,,na,,,na,,,na,,,na
channel-directory,2,conversations_replies,3,,,,na,,,na,,,na,,,na
channel-directory,2,conversations_search_messages,3,,,,na,,,na,,,na,,,na
channel-directory,2,conversations_unreads,3,,,,na,,,na,,,na,,,na
channel-directory,2,usergroups_create,4,,,,na,,,na,,,na,,,na
channel-directory,2,usergroups_list,2,,,,na,,,na,,,na,,,na
channel-directory,2,usergroups_me,4,,,,na,,,na,,,na,,,na
channel-directory,2,usergroups_update,4,,,,na,,,na,,,na,,,na
channel-directory,2,usergroups_users_update,4,,,,na,,,na,,,na,,,na
channel-directory,2,users_search,3,,,,na,,,na,,,na,,,na
usergroup-directory,2,channels_list,2,,,,na,,,na,,,na,,,na
usergroup-directory,2,channels_me,2,,,,na,,,na,,,na,,,na
usergroup-directory,2,conversations_add_message,4,,,,na,,,na,,,na,,,na
usergroup-directory,2,conversations_history,3,,,,na,,,na,,,na,,,na
usergroup-directory,2,conversations_join,4,,,,na,,,na,,,na,,,na
usergroup-directory,2,conversations_leave,4,,,,na,,,na,,,na,,,na
usergroup-directory,2,conversations_mark,2,,,,na,,,na,,,na,,,na
usergroup-directory,2,conversations_replies,3,,,,na,,,na,,,na,,,na
usergroup-directory,2,conversations_search_messages,3,,,,na,,,na,,,na,,,na
usergroup-directory,2,conversations_unreads,3,,,,na,,,na,,,na,,,na
usergroup-directory,2,usergroups_create,4,1,1,8.0,low,1,8.0,low,1,8.0,low,1,8.0,low
usergroup-directory,2,usergroups_list,2,4,4,16.0,low,4,16.0,low,4,16.0,low,4,16.0,low
usergroup-directory,2,usergroups_me,4,,,,na,,,na,,,na,,,na
usergroup-directory,2,usergroups_update,4,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
usergroup-directory,2,usergroups_users_update,4,4,4,32.0,medium,4,32.0,medium,4,32.0,medium,4,32.0,medium
usergroup-directory,2,users_search,3,,,,na,,,na,,,na,,,na
usergroup-metadata,2,channels_list,2,,,,na,,,na,,,na,,,na
usergroup-metadata,2,channels_me,2,,,,na,,,na,,,na,,,na
usergroup-metadata,2,conversations_add_message,4,,,,na,,,na,,,na,,,na
usergroup-metadata,2,conversations_history,3,,,,na,,,na,,,na,,,na
usergroup-metadata,2,conversations_join,4,,,,na,,,na,,,na,,,na
usergroup-metadata,2,conversations_leave,4,,,,na,,,na,,,na,,,na
usergroup-metadata,2,conversations_mark,2,,,,na,,,na,,,na,,,na
usergroup-metadata,2,conversations_replies,3,,,,na,,,na,,,na,,,na
usergroup-metadata,2,conversations_search_messages,3,,,,na,,,na,,,na,,,na
usergroup-metadata,2,conversations_unreads,3,,,,na,,,na,,,na,,,na
usergroup-metadata,2,usergroups_create,4,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
usergroup-metadata,2,usergroups_list,2,4,4,16.0,low,4,16.0,low,4,16.0,low,4,16.0,low
usergroup-metadata,2,usergroups_me,4,,,,na,,,na,,,na,,,na
usergroup-metadata,2,usergroups_update,4,1,1,8.0,low,1,8.0,low,1,8.0,low,1,8.0,low
usergroup-metadata,2,usergroups_users_update,4,,,,na,,,na,,,na,,,na
usergroup-metadata,2,users_search,3,,,,na,,,na,,,na,,,na
