asset,sens,tool,impact,blast_raw,blast_g3_s4f2,score_g3_s4f2,band_g3_s4f2,blast_g3_s4f3,score_g3_s4f3,band_g3_s4f3,blast_g4_s4f2,score_g4_s4f2,band_g4_s4f2,blast_g4_s4f3,score_g4_s4f3,band_g4_s4f3
ml-research,4,get_file_contents,3,5,5,60.0,high,5,60.0,high,5,60.0,high,5,60.0,high
ml-research,4,push_files,5,5,5,100.0,critical,5,100.0,critical,5,100.0,critical,5,100.0,critical
ml-research,4,create_issue,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
ml-research,4,create_pull_request,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
ml-research,4,fork_repository,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
ml-research,4,create_branch,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
ml-research,4,list_commits,2,4,4,32.0,medium,4,32.0,medium,4,32.0,medium,4,32.0,medium
ml-research,4,list_issues,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
ml-research,4,update_issue,4,,,,na,,,na,,,na,,,na
ml-research,4,add_issue_comment,4,,,,na,,,na,,,na,,,na
ml-research,4,search_code,3,2,2,24.0,medium,3,36.0,medium,2,24.0,medium,2,24.0,medium
ml-research,4,search_issues,3,,,,na,,,na,,,na,,,na
ml-research,4,search_users,2,,,,na,,,na,,,na,,,na
ml-research,4,get_issue,3,,,,na,,,na,,,na,,,na
ml-research,4,get_pull_request,3,,,,na,,,na,,,na,,,na
ml-research,4,list_pull_requests,2,,,,na,,,na,,,na,,,na
ml-research,4,create_pull_request_review,4,,,,na,,,na,,,na,,,na
ml-research,4,merge_pull_request,5,5,5,100.0,critical,5,100.0,critical,5,100.0,critical,5,100.0,critical
ml-research,4,get_pull_request_files,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
ml-research,4,get_pull_request_status,3,,,,na,,,na,,,na,,,na
ml-research,4,update_pull_request_branch,4,3,3,48.0,medium,3,48.0,medium,3,48.0,medium,3,48.0,medium
ml-research,4,get_pull_request_comments,3,,,,na,,,na,,,na,,,na
ml-research,4,get_pull_request_reviews,3,,,,na,,,na,,,na,,,na
branch-heads,4,create_or_update_file,5,4,4,80.0,critical,4,80.0,critical,4,80.0,critical,4,80.0,critical
branch-heads,4,search_repositories,2,,,,na,,,na,,,na,,,na
branch-heads,4,create_repository,4,,,,na,,,na,,,na,,,na
branch-heads,4,get_file_contents,3,,,,na,,,na,,,na,,,na
branch-heads,4,push_files,5,4,4,80.0,critical,4,80.0,critical,4,80.0,critical,4,80.0,critical
branch-heads,4,create_issue,4,,,,na,,,na,,,na,,,na
branch-heads,4,create_pull_request,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
branch-heads,4,fork_repository,4,,,,na,,,na,,,na,,,na
branch-heads,4,create_branch,4,2,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
branch-heads,4,list_commits,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
branch-heads,4,list_issues,2,,,,na,,,na,,,na,,,na
branch-heads,4,update_issue,4,,,,na,,,na,,,na,,,na
branch-heads,4,add_issue_comment,4,,,,na,,,na,,,na,,,na
branch-heads,4,search_code,3,,,,na,,,na,,,na,,,na
branch-heads,4,search_issues,3,,,,na,,,na,,,na,,,na
branch-heads,4,search_users,2,,,,na,,,na,,,na,,,na
branch-heads,4,get_issue,3,,,,na,,,na,,,na,,,na
branch-heads,4,get_pull_request,3,,,,na,,,na,,,na,,,na
branch-heads,4,list_pull_requests,2,,,,na,,,na,,,na,,,na
branch-heads,4,create_pull_request_review,4,,,,na,,,na,,,na,,,na
branch-heads,4,merge_pull_request,5,3,3,60.0,high,3,60.0,high,3,60.0,high,3,60.0,high
branch-heads,4,get_pull_request_files,2,,,,na,,,na,,,na,,,na
branch-heads,4,get_pull_request_status,3,,,,na,,,na,,,na,,,na
branch-heads,4,update_pull_request_branch,4,3,3,48.0,medium,3,48.0,medium,3,48.0,medium,3,48.0,medium
branch-heads,4,get_pull_request_comments,3,,,,na,,,na,,,na,,,na
branch-heads,4,get_pull_request_reviews,3,,,,na,,,na,,,na,,,na
issues-and-comments,3,create_or_update_file,5,,,,na,,,na,,,na,,,na
issues-and-comments,3,search_repositories,2,,,,na,,,na,,,na,,,na
issues-and-comments,3,create_repository,4,,,,na,,,na,,,na,,,na
issues-and-comments,3,get_file_contents,3,,,,na,,,na,,,na,,,na
issues-and-comments,3,push_files,5,,,,na,,,na,,,na,,,na
issues-and-comments,3,create_issue,4,1,1,12.0,low,1,12.0,low,1,12.0,low,1,12.0,low
issues-and-comments,3,create_pull_request,4,,,,na,,,na,,,na,,,na
issues-and-comments,3,fork_repository,4,,,,na,,,na,,,na,,,na
issues-and-comments,3,create_branch,4,,,,na,,,na,,,na,,,na
issues-and-comments,3,list_commits,2,,,,na,,,na,,,na,,,na
issues-and-comments,3,list_issues,2,2,2,12.0,low,2,12.0,low,2,12.0,low,2,12.0,low
issues-and-comments,3,update_issue,4,1,1,12.0,low,1,12.0,low,1,12.0,low,1,12.0,low
issues-and-comments,3,add_issue_comment,4,1,1,12.0,low,1,12.0,low,1,12.0,low,1,12.0,low
issues-and-comments,3,search_code,3,,,,na,,,na,,,na,,,na
issues-and-comments,3,search_issues,3,3,3,27.0,medium,3,27.0,medium,3,27.0,medium,3,27.0,medium
issues-and-comments,3,search_users,2,,,,na,,,na,,,na,,,na
issues-and-comments,3,get_issue,3,1,1,9.0,low,1,9.0,low,1,9.0,low,1,9.0,low
issues-and-comments,3,get_pull_request,3,,,,na,,,na,,,na,,,na
issues-and-comments,3,list_pull_requests,2,,,,na,,,na,,,na,,,na
issues-and-comments,3,create_pull_request_review,4,,,,na,,,na,,,na,,,na
issues-and-comments,3,merge_pull_request,5,,,,na,,,na,,,na,,,na
issues-and-comments,3,get_pull_request_files,2,,,,na,,,na,,,na,,,na
issues-and-comments,3,get_pull_request_status,3,,,,na,,,na,,,na,,,na
issues-and-comments,3,update_pull_request_branch,4,,,,na,,,na,,,na,,,na
issues-and-comments,3,get_pull_request_comments,3,2,2,18.0,medium,2,18.0,medium,2,18.0,medium,2,18.0,medium
issues-and-comments,3,get_pull_request_reviews,3,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,create_or_update_file,5,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,search_repositories,2,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,create_repository,4,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,get_file_contents,3,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,push_files,5,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,create_issue,4,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,create_pull_request,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
pull-requests-and-reviews,4,fork_repository,4,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,create_branch,4,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,list_commits,2,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,list_issues,2,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,update_issue,4,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,add_issue_comment,4,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,search_code,3,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,search_issues,3,3,3,36.0,medium,3,36.0,medium,3,36.0,medium,3,36.0,medium
pull-requests-and-reviews,4,search_users,2,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,get_issue,3,,,,na,,,na,,,na,,,na
pull-requests-and-reviews,4,get_pull_request,3,1,2,24.0,medium,3,36.0,medium,1,12.0,medium,1,12.0,medium
pull-requests-and-reviews,4,list_pull_requests,2,3,3,24.0,medium,3,24.0,medium,3,24.0,medium,3,24.0,medium
pull-requests-and-reviews,4,create_pull_request_review,4,1,2,32.0,medium,3,48.0,medium,2,32.0,medium,3,48.0,medium
pull-requests-and-reviews,4,merge_pull_request,5,4,4,80.0,critical,4,80.0,critical,4,80.0,critical,4,80.0,critical
pull-requests-and-reviews,4,get_pull_request_files,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
pull-requests-and-reviews,4,get_pull_request_status,3,1,2,24.0,medium,3,36.0,medium,1,12.0,medium,1,12.0,medium
pull-requests-and-reviews,4,update_pull_request_branch,4,3,3,48.0,medium,3,48.0,medium,3,48.0,medium,3,48.0,medium
pull-requests-and-reviews,4,get_pull_request_comments,3,1,2,24.0,medium,3,36.0,medium,1,12.0,medium,1,12.0,medium
pull-requests-and-reviews,4,get_pull_request_reviews,3,1,2,24.0,medium,3,36.0,medium,1,12.0,medium,1,12.0,medium
org-external-copies,4,create_or_update_file,5,,,,na,,,na,,,na,,,na
org-external-copies,4,search_repositories,2,,,,na,,,na,,,na,,,na
org-external-copies,4,create_repository,4,,,,na,,,na,,,na,,,na
org-external-copies,4,get_file_contents,3,5,5,60.0,high,5,60.0,high,5,60.0,high,5,60.0,high
org-external-copies,4,push_files,5,,,,na,,,na,,,na,,,na
org-external-copies,4,create_issue,4,,,,na,,,na,,,na,,,na
org-external-copies,4,create_pull_request,4,,,,na,,,na,,,na,,,na
org-external-copies,4,fork_repository,4,5,5,80.0,high,5,80.0,high,5,80.0,high,5,80.0,high
org-external-copies,4,create_branch,4,,,,na,,,na,,,na,,,na
org-external-copies,4,list_commits,2,,,,na,,,na,,,na,,,na
org-external-copies,4,list_issues,2,,,,na,,,na,,,na,,,na
org-external-copies,4,update_issue,4,,,,na,,,na,,,na,,,na
org-external-copies,4,add_issue_comment,4,,,,na,,,na,,,na,,,na
org-external-copies,4,search_code,3,,,,na,,,na,,,na,,,na
org-external-copies,4,search_issues,3,,,,na,,,na,,,na,,,na
org-external-copies,4,search_users,2,,,,na,,,na,,,na,,,na
org-external-copies,4,get_issue,3,,,,na,,,na,,,na,,,na
org-external-copies,4,get_pull_request,3,,,,na,,,na,,,na,,,na
org-external-copies,4,list_pull_requests,2,,,,na,,,na,,,na,,,na
org-external-copies,4,create_pull_request_review,4,,,,na,,,na,,,na,,,na
org-external-copies,4,merge_pull_request,5,,,,na,,,na,,,na,,,na
org-external-copies,4,get_pull_request_files,2,,,,na,,,na,,,na,,,na
org-external-copies,4,get_pull_request_status,3,,,,na,,,na,,,na,,,na
org-external-copies,4,update_pull_request_branch,4,,,,na,,,na,,,na,,,na
org-external-copies,4,get_pull_request_comments,3,,,,na,,,na,,,na,,,na
org-external-copies,4,get_pull_request_reviews,3,,,,na,,,na,,,na,,,na
platform-user-directory,1,create_or_update_file,5,,,,na,,,na,,,na,,,na
platform-user-directory,1,search_repositories,2,,,,na,,,na,,,na,,,na
platform-user-directory,1,create_repository,4,,,,na,,,na,,,na,,,na
platform-user-directory,1,get_file_contents,3,,,,na,,,na,,,na,,,na
platform-user-directory,1,push_files,5,,,,na,,,na,,,na,,,na
platform-user-directory,1,create_issue,4,,,,na,,,na,,,na,,,na
platform-user-directory,1,create_pull_request,4,,,,na,,,na,,,na,,,na
platform-user-directory,1,fork_repository,4,,,,na,,,na,,,na,,,na
platform-user-directory,1,create_branch,4,,,,na,,,na,,,na,,,na
platform-user-directory,1,list_commits,2,,,,na,,,na,,,na,,,na
platform-user-directory,1,list_issues,2,,,,na,,,na,,,na,,,na
platform-user-directory,1,update_issue,4,,,,na,,,na,,,na,,,na
platform-user-directory,1,add_issue_comment,4,,,,na,,,na,,,na,,,na
platform-user-directory,1,search_code,3,,,,na,,,na,,,na,,,na
platform-user-directory,1,search_issues,3,,,,na,,,na,,,na,,,na
platform-user-directory,1,search_users,2,2,2,4.0,low,2,4.0,low,2,4.0,low,2,4.0,low
platform-user-directory,1,get_issue,3,,,,na,,,na,,,na,,,na
platform-user-directory,1,get_pull_request,3,,,,na,,,na,,,na,,,na
platform-user-directory,1,list_pull_requests,2,,,,na,,,na,,,na,,,na
platform-user-directory,1,create_pull_request_review,4,,,,na,,,na,,,na,,,na
platform-user-directory,1,merge_pull_request,5,,,,na,,,na,,,na,,,na
platform-user-directory,1,get_pull_request_files,2,,,,na,,,na,,,na,,,na
platform-user-directory,1,get_pull_request_status,3,,,,na,,,na,,,na,,,na
platform-user-directory,1,update_pull_request_branch,4,,,,na,,,na,,,na,,,na
platform-user-directory,1,get_pull_request_comments,3,,,,na,,,na,,,na,,,na
platform-user-directory,1,get_pull_request_reviews,3,,,,na,,,na,,,na,,,na
repository-catalog,2,create_or_update_file,5,,,,na,,,na,,,na,,,na
repository-catalog,2,search_repositories,2,2,2,8.0,low,2,8.0,low,2,8.0,low,2,8.0,low
repository-catalog,2,create_repository,4,,,,na,,,na,,,na,,,na
repository-catalog,2,get_file_contents,3,,,,na,,,na,,,na,,,na
repository-catalog,2,push_files,5,,,,na,,,na,,,na,,,na
repository-catalog,2,create_issue,4,,,,na,,,na,,,na,,,na
repository-catalog,2,create_pull_request,4,,,,na,,,na,,,na,,,na
repository-catalog,2,fork_repository,4,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
repository-catalog,2,create_branch,4,,,,na,,,na,,,na,,,na
repository-catalog,2,list_commits,2,,,,na,,,na,,,na,,,na
repository-catalog,2,list_issues,2,,,,na,,,na,,,na,,,na
repository-catalog,2,update_issue,4,,,,na,,,na,,,na,,,na
repository-catalog,2,add_issue_comment,4,,,,na,,,na,,,na,,,na
repository-catalog,2,search_code,3,2,2,12.0,low,2,12.0,low,2,12.0,low,2,12.0,low
repository-catalog,2,search_issues,3,,,,na,,,na,,,na,,,na
repository-catalog,2,search_users,2,,,,na,,,na,,,na,,,na
repository-catalog,2,get_issue,3,,,,na,,,na,,,na,,,na
repository-catalog,2,get_pull_request,3,,,,na,,,na,,,na,,,na
repository-catalog,2,list_pull_requests,2,,,,na,,,na,,,na,,,na
repository-catalog,2,create_pull_request_review,4,,,,na,,,na,,,na,,,na
repository-catalog,2,merge_pull_request,5,,,,na,,,na,,,na,,,na
repository-catalog,2,get_pull_request_files,2,,,,na,,,na,,,na,,,na
repository-catalog,2,get_pull_request_status,3,,,,na,,,na,,,na,,,na
repository-catalog,2,update_pull_request_branch,4,,,,na,,,na,,,na,,,na
repository-catalog,2,get_pull_request_comments,3,,,,na,,,na,,,na,,,na
repository-catalog,2,get_pull_request_reviews,3,,,,na,,,na,,,na,,,na
repository-contents,4,create_or_update_file,5,1,2,40.0,high,3,60.0,high,2,40.0,high,3,60.0,high
repository-contents,4,search_repositories,2,,,,na,,,na,,,na,,,na
repository-contents,4,create_repository,4,,,,na,,,na,,,na,,,na
repository-contents,4,get_file_contents,3,5,5,60.0,high,5,60.0,high,5,60.0,high,5,60.0,high
repository-contents,4,push_files,5,4,4,80.0,critical,4,80.0,critical,4,80.0,critical,4,80.0,critical
repository-contents,4,create_issue,4,,,,na,,,na,,,na,,,na
repository-contents,4,create_pull_request,4,,,,na,,,na,,,na,,,na
repository-contents,4,fork_repository,4,,,,na,,,na,,,na,,,na
repository-contents,4,create_branch,4,,,,na,,,na,,,na,,,na
repository-contents,4,list_commits,2,,,,na,,,na,,,na,,,na
repository-contents,4,list_issues,2,,,,na,,,na,,,na,,,na
repository-contents,4,update_issue,4,,,,na,,,na,,,na,,,na
repository-contents,4,add_issue_comment,4,,,,na,,,na,,,na,,,na
repository-contents,4,search_code,3,3,3,36.0,medium,3,36.0,medium,3,36.0,medium,3,36.0,medium
repository-contents,4,search_issues,3,,,,na,,,na,,,na,,,na
repository-contents,4,search_users,2,,,,na,,,na,,,na,,,na
repository-contents,4,get_issue,3,,,,na,,,na,,,na,,,na
repository-contents,4,get_pull_request,3,,,,na,,,na,,,na,,,na
repository-contents,4,list_pull_requests,2,,,,na,,,na,,,na,,,na
repository-contents,4,create_pull_request_review,4,,,,na,,,na,,,na,,,na
repository-contents,4,merge_pull_request,5,5,5,100.0,critical,5,100.0,critical,5,100.0,critical,5,100.0,critical
repository-contents,4,get_pull_request_files,2,2,2,16.0,low,2,16.0,low,2,16.0,low,2,16.0,low
repository-contents,4,get_pull_request_status,3,,,,na,,,na,,,na,,,na
