asset,tool,score,band
patients/alice_johnson/prescription.txt,list_directory,5.0,medium
patients/alice_johnson/prescription.txt,list_directory_with_sizes,5.0,medium
patients/alice_johnson/prescription.txt,directory_tree,5.0,medium
patients/alice_johnson/prescription.txt,move_file,30.0,high
patients/alice_johnson/prescription.txt,search_files,5.0,medium
patients/alice_johnson/prescription.txt,get_file_info,5.0,medium
patients/alice_johnson/prescription.txt,list_allowed_directories,5.0,medium
patients/bob_martinez/intake_form.txt,read_file,5.0,medium
patients/bob_martinez/intake_form.txt,read_text_file,5.0,medium
patients/bob_martinez/intake_form.txt,read_media_file,5.0,medium
patients/bob_martinez/intake_form.txt,read_multiple_files,20.0,high
patients/bob_martinez/intake_form.txt,write_file,30.0,high
patients/bob_martinez/intake_form.txt,edit_file,30.0,high
patients/bob_martinez/intake_form.txt,create_directory,0.0,high
patients/bob_martinez/intake_form.txt,list_directory,5.0,medium
patients/bob_martinez/intake_form.txt,list_directory_with_sizes,5.0,medium
patients/bob_martinez/intake_form.txt,directory_tree,5.0,medium
patients/bob_martinez/intake_form.txt,move_file,30.0,high
patients/bob_martinez/intake_form.txt,search_files,5.0,medium
patients/bob_martinez/intake_form.txt,get_file_info,5.0,medium
patients/bob_martinez/intake_form.txt,list_allowed_directories,5.0,medium
patients/bob_martinez/medical_history.txt,read_file,4.0,medium
patients/bob_martinez/medical_history.txt,read_text_file,4.0,medium
patients/bob_martinez/medical_history.txt,read_media_file,8.0,medium
patients/bob_martinez/medical_history.txt,read_multiple_files,16.0,high
patients/bob_martinez/medical_history.txt,write_file,24.0,high
patients/bob_martinez/medical_history.txt,edit_file,24.0,high
patients/bob_martinez/medical_history.txt,create_directory,0.0,low
patients/bob_martinez/medical_history.txt,list_directory,4.0,medium
patients/bob_martinez/medical_history.txt,list_directory_with_sizes,4.0,medium
patients/bob_martinez/medical_history.txt,directory_tree,4.0,medium
patients/bob_martinez/medical_history.txt,move_file,24.0,high
patients/bob_martinez/medical_history.txt,search_files,4.0,medium
patients/bob_martinez/medical_history.txt,get_file_info,4.0,medium
patients/bob_martinez/medical_history.txt,list_allowed_directories,4.0,medium
patients/bob_martinez/prescription.txt,read_file,4.0,medium
patients/bob_martinez/prescription.txt,read_text_file,4.0,medium
patients/bob_martinez/prescription.txt,read_media_file,4.0,medium
patients/bob_martinez/prescription.txt,read_multiple_files,16.0,high
patients/bob_martinez/prescription.txt,write_file,24.0,high
patients/bob_martinez/prescription.txt,edit_file,24.0,high
patients/bob_martinez/prescription.txt,create_directory,0.0,low
patients/bob_martinez/prescription.txt,list_directory,4.0,medium
patients/bob_martinez/prescription.txt,list_directory_with_sizes,4.0,medium
patients/bob_martinez/prescription.txt,directory_tree,4.0,medium
patients/bob_martinez/prescription.txt,move_file,24.0,high
patients/bob_martinez/prescription.txt,search_files,4.0,medium
patients/bob_martinez/prescription.txt,get_file_info,4.0,medium
patients/bob_martinez/prescription.txt,list_allowed_directories,4.0,medium
policies/hipaa_notice.txt,read_file,4.0,medium
policies/hipaa_notice.txt,read_text_file,4.0,medium
policies/hipaa_notice.txt,read_media_file,8.0,medium
policies/hipaa_notice.txt,read_multiple_files,4.0,medium
policies/hipaa_notice.txt,write_file,24.0,high
policies/hipaa_notice.txt,edit_file,24.0,high
policies/hipaa_notice.txt,create_directory,0.0,low
policies/hipaa_notice.txt,list_directory,4.0,medium
policies/hipaa_notice.txt,list_directory_with_sizes,4.0,medium
policies/hipaa_notice.txt,directory_tree,4.0,medium
policies/hipaa_notice.txt,move_file,24.0,high
policies/hipaa_notice.txt,search_files,4.0,medium
policies/hipaa_notice.txt,get_file_info,4.0,medium
policies/hipaa_notice.txt,list_allowed_directories,4.0,medium
scans/alice_johnson_xray.png,read_file,4.0,medium
scans/alice_johnson_xray.png,read_text_file,0.0,medium
scans/alice_johnson_xray.png,read_media_file,4.0,medium
scans/alice_johnson_xray.png,read_multiple_files,4.0,medium
scans/alice_johnson_xray.png,write_file,24.0,high
scans/alice_johnson_xray.png,edit_file,24.0,high
scans/alice_johnson_xray.png,create_directory,0.0,low
scans/alice_johnson_xray.png,list_directory,4.0,medium
scans/alice_johnson_xray.png,list_directory_with_sizes,4.0,medium
scans/alice_johnson_xray.png,directory_tree,4.0,medium
scans/alice_johnson_xray.png,move_file,24.0,high
scans/alice_johnson_xray.png,search_files,4.0,medium
scans/alice_johnson_xray.png,get_file_info,4.0,medium
scans/alice_johnson_xray.png,list_allowed_directories,0.0,medium
scans/bob_martinez_xray.png,read_file,4.0,medium
scans/bob_martinez_xray.png,read_text_file,4.0,medium
scans/bob_martinez_xray.png,read_media_file,4.0,medium
scans/bob_martinez_xray.png,read_multiple_files,4.0,medium
scans/bob_martinez_xray.png,write_file,24.0,high
scans/bob_martinez_xray.png,edit_file,24.0,high
scans/bob_martinez_xray.png,create_directory,0.0,low
scans/bob_martinez_xray.png,list_directory,4.0,medium
scans/bob_martinez_xray.png,list_directory_with_sizes,4.0,medium
scans/bob_martinez_xray.png,directory_tree,4.0,medium
scans/bob_martinez_xray.png,move_file,24.0,high
scans/bob_martinez_xray.png,search_files,4.0,medium
scans/bob_martinez_xray.png,get_file_info,4.0,medium
scans/bob_martinez_xray.png,list_allowed_directories,0.0,medium
staff_directory.txt,read_file,4.0,medium
staff_directory.txt,read_text_file,4.0,medium
staff_directory.txt,read_media_file,4.0,medium
staff_directory.txt,read_multiple_files,4.0,medium
staff_directory.txt,write_file,24.0,high
staff_directory.txt,edit_file,24.0,high
staff_directory.txt,create_directory,0.0,low
staff_directory.txt,list_directory,4.0,medium
staff_directory.txt,list_directory_with_sizes,4.0,medium
staff_directory.txt,directory_tree,4.0,medium
staff_directory.txt,move_file,24.0,high
staff_directory.txt,search_files,4.0,medium
staff_directory.txt,get_file_info,4.0,medium
staff_directory.txt,list_allowed_directories,4.0,medium
/,read_file,12.0,medium
/,read_text_file,12.0,medium
/,read_media_file,12.0,medium
/,read_multiple_files,12.0,medium
/,write_file,36.0,high
/,edit_file,36.0,high
/,create_directory,12.0,medium
/,list_directory,12.0,medium
/,list_directory_with_sizes,12.0,medium
/,directory_tree,12.0,medium
/,move_file,45.0,high
/,search_files,12.0,medium
/,get_file_info,12.0,medium
/,list_allowed_directories,12.0,medium
patients/,read_file,16.0,high
patients/,read_text_file,16.0,high
patients/,read_media_file,16.0,high
patients/,read_multiple_files,16.0,high
patients/,write_file,48.0,critical
patients/,edit_file,48.0,critical
patients/,create_directory,16.0,medium
patients/,list_directory,16.0,high
patients/,list_directory_with_sizes,16.0,high
patients/,directory_tree,16.0,high
patients/,move_file,60.0,critical
patients/,search_files,16.0,high
patients/,get_file_info,16.0,high
patients/,list_allowed_directories,16.0,high
patients/alice_johnson/,read_file,16.0,high
patients/alice_johnson/,read_text_file,16.0,high
patients/alice_johnson/,read_media_file,16.0,high
patients/alice_johnson/,read_multiple_files,16.0,high
patients/alice_johnson/,write_file,48.0,critical
patients/alice_johnson/,edit_file,48.0,critical
patients/alice_johnson/,create_directory,16.0,medium
patients/alice_johnson/,list_directory,16.0,high
patients/alice_johnson/,list_directory_with_sizes,16.0,high
patients/alice_johnson/,directory_tree,16.0,high
patients/alice_johnson/,move_file,60.0,critical
patients/alice_johnson/,search_files,16.0,high
patients/alice_johnson/,get_file_info,16.0,high
patients/alice_johnson/,list_allowed_directories,16.0,high
patients/bob_martinez/,read_file,16.0,high
patients/bob_martinez/,read_text_file,16.0,high
patients/bob_martinez/,read_media_file,16.0,high
patients/bob_martinez/,read_multiple_files,16.0,high
patients/bob_martinez/,write_file,48.0,critical
patients/bob_martinez/,edit_file,48.0,critical
patients/bob_martinez/,create_directory,16.0,medium
patients/bob_martinez/,list_directory,16.0,high
patients/bob_martinez/,list_directory_with_sizes,16.0,high
patients/bob_martinez/,directory_tree,16.0,high
patients/bob_martinez/,move_file,60.0,critical
patients/bob_martinez/,search_files,16.0,high
patients/bob_martinez/,get_file_info,16.0,high
patients/bob_martinez/,list_allowed_directories,16.0,high
billing/,read_file,16.0,high
billing/,read_text_file,16.0,high
billing/,read_media_file,16.0,high
billing/,read_multiple_files,16.0,high
billing/,write_file,48.0,critical
billing/,edit_file,48.0,critical
billing/,create_directory,16.0,medium
billing/,list_directory,16.0,high
billing/,list_directory_with_sizes,16.0,high
billing/,directory_tree,16.0,high
billing/,move_file,60.0,critical
billing/,search_files,16.0,high
billing/,get_file_info,16.0,high
billing/,list_allowed_directories,16.0,high
billing/invoices/,read_file,16.0,high
billing/invoices/,read_text_file,16.0,high
billing/invoices/,read_media_file,16.0,high
billing/invoices/,read_multiple_files,16.0,high
billing/invoices/,write_file,48.0,critical
billing/invoices/,edit_file,48.0,critical
billing/invoices/,create_directory,16.0,medium
billing/invoices/,list_directory,16.0,high
billing/invoices/,list_directory_with_sizes,16.0,high
billing/invoices/,directory_tree,16.0,high
billing/invoices/,move_file,36.0,high
billing/invoices/,search_files,16.0,high
billing/invoices/,get_file_info,16.0,high
billing/invoices/,list_allowed_directories,16.0,high
scans/,read_file,12.0,medium
scans/,read_text_file,12.0,medium
scans/,read_media_file,12.0,medium
scans/,read_multiple_files,12.0,medium
scans/,write_file,36.0,high
scans/,edit_file,36.0,high
scans/,create_directory,12.0,medium
scans/,list_directory,12.0,medium
scans/,list_directory_with_sizes,12.0,medium
scans/,directory_tree,12.0,medium
scans/,move_file,27.0,high
scans/,search_files,12.0,medium
scans/,get_file_info,12.0,medium
scans/,list_allowed_directories,12.0,medium
policies/,read_file,16.0,high
policies/,read_text_file,16.0,high
policies/,read_media_file,16.0,high
policies/,read_multiple_files,16.0,high
policies/,write_file,48.0,critical
policies/,edit_file,36.0,high
policies/,create_directory,16.0,medium
policies/,list_directory,16.0,high
policies/,list_directory_with_sizes,16.0,high
policies/,directory_tree,16.0,high
policies/,move_file,36.0,high
policies/,search_files,16.0,high
policies/,get_file_info,16.0,high
policies/,list_allowed_directories,16.0,high
