asset,tool,score,band
sensitive/,list_allowed_directories,16.0,high
projects/,read_file,12.0,medium
projects/,read_text_file,12.0,medium
projects/,read_media_file,12.0,medium
projects/,read_multiple_files,12.0,medium
projects/,write_file,36.0,high
projects/,edit_file,36.0,high
projects/,create_directory,12.0,medium
projects/,list_directory,12.0,medium
projects/,list_directory_with_sizes,12.0,medium
projects/,directory_tree,12.0,medium
projects/,move_file,36.0,high
projects/,search_files,12.0,medium
projects/,get_file_info,12.0,medium
projects/,list_allowed_directories,12.0,medium
sensitive/security/,read_file,16.0,high
sensitive/security/,read_text_file,16.0,high
sensitive/security/,read_media_file,16.0,high
sensitive/security/,read_multiple_files,16.0,high
sensitive/security/,write_file,48.0,critical
sensitive/security/,edit_file,48.0,critical
sensitive/security/,create_directory,16.0,medium
sensitive/security/,list_directory,16.0,high
sensitive/security/,list_directory_with_sizes,16.0,high
sensitive/security/,directory_tree,20.0,high
sensitive/security/,move_file,60.0,critical
sensitive/security/,search_files,16.0,high
sensitive/security/,get_file_info,16.0,high
sensitive/security/,list_allowed_directories,16.0,high
onboarding/,read_file,8.0,medium
onboarding/,read_text_file,8.0,medium
onboarding/,read_media_file,8.0,medium
onboarding/,read_multiple_files,8.0,medium
onboarding/,write_file,18.0,medium
onboarding/,edit_file,18.0,medium
onboarding/,create_directory,8.0,medium
onboarding/,list_directory,8.0,medium
onboarding/,list_directory_with_sizes,8.0,medium
onboarding/,directory_tree,8.0,medium
onboarding/,move_file,18.0,medium
onboarding/,search_files,8.0,medium
onboarding/,get_file_info,8.0,medium
onboarding/,list_allowed_directories,8.0,medium
sensitive/financials/,read_file,16.0,high
sensitive/financials/,read_text_file,16.0,high
sensitive/financials/,read_media_file,16.0,high
sensitive/financials/,read_multiple_files,16.0,high
sensitive/financials/,write_file,24.0,high
sensitive/financials/,edit_file,36.0,high
sensitive/financials/,create_directory,16.0,medium
sensitive/financials/,list_directory,16.0,high
sensitive/financials/,list_directory_with_sizes,16.0,high
sensitive/financials/,directory_tree,16.0,high
sensitive/financials/,move_file,36.0,high
sensitive/financials/,search_files,16.0,high
sensitive/financials/,get_file_info,16.0,high
sensitive/financials/,list_allowed_directories,16.0,high
source_code/,read_file,16.0,high
source_code/,read_text_file,16.0,high
source_code/,read_media_file,16.0,high
source_code/,read_multiple_files,16.0,high
source_code/,write_file,36.0,high
source_code/,edit_file,36.0,high
source_code/,create_directory,16.0,medium
source_code/,list_directory,16.0,high
source_code/,list_directory_with_sizes,16.0,high
source_code/,directory_tree,16.0,high
source_code/,move_file,36.0,high
source_code/,search_files,16.0,high
source_code/,get_file_info,16.0,high
source_code/,list_allowed_directories,16.0,high
