asset,tool,score,band
payments/settlements/2026-05_settlement.csv,list_directory,4.0,medium
payments/settlements/2026-05_settlement.csv,list_directory_with_sizes,4.0,medium
payments/settlements/2026-05_settlement.csv,directory_tree,4.0,medium
payments/settlements/2026-05_settlement.csv,move_file,36.0,high
payments/settlements/2026-05_settlement.csv,search_files,4.0,medium
payments/settlements/2026-05_settlement.csv,get_file_info,4.0,medium
payments/settlements/2026-05_settlement.csv,list_allowed_directories,4.0,medium
security/audit/access_log.txt,read_file,3.0,low
security/audit/access_log.txt,read_text_file,3.0,low
security/audit/access_log.txt,read_media_file,3.0,low
security/audit/access_log.txt,read_multiple_files,12.0,medium
security/audit/access_log.txt,write_file,18.0,high
security/audit/access_log.txt,edit_file,18.0,high
security/audit/access_log.txt,create_directory,0.0,low
security/audit/access_log.txt,list_directory,3.0,low
security/audit/access_log.txt,list_directory_with_sizes,3.0,low
security/audit/access_log.txt,directory_tree,3.0,low
security/audit/access_log.txt,move_file,18.0,high
security/audit/access_log.txt,search_files,3.0,low
security/audit/access_log.txt,get_file_info,3.0,low
security/audit/access_log.txt,list_allowed_directories,3.0,low
security/secrets/db_root_password.txt,read_file,10.0,medium
security/secrets/db_root_password.txt,read_text_file,10.0,medium
security/secrets/db_root_password.txt,read_media_file,10.0,medium
security/secrets/db_root_password.txt,read_multiple_files,10.0,medium
security/secrets/db_root_password.txt,write_file,75.0,critical
security/secrets/db_root_password.txt,edit_file,45.0,high
security/secrets/db_root_password.txt,create_directory,0.0,high
security/secrets/db_root_password.txt,list_directory,10.0,medium
security/secrets/db_root_password.txt,list_directory_with_sizes,10.0,medium
security/secrets/db_root_password.txt,directory_tree,10.0,medium
security/secrets/db_root_password.txt,move_file,30.0,high
security/secrets/db_root_password.txt,search_files,10.0,medium
security/secrets/db_root_password.txt,get_file_info,10.0,medium
security/secrets/db_root_password.txt,list_allowed_directories,5.0,medium
security/secrets/stripe_api_key.txt,read_file,10.0,medium
security/secrets/stripe_api_key.txt,read_text_file,10.0,medium
security/secrets/stripe_api_key.txt,read_media_file,10.0,medium
security/secrets/stripe_api_key.txt,read_multiple_files,20.0,high
security/secrets/stripe_api_key.txt,write_file,75.0,critical
security/secrets/stripe_api_key.txt,edit_file,45.0,high
security/secrets/stripe_api_key.txt,create_directory,0.0,high
security/secrets/stripe_api_key.txt,list_directory,10.0,medium
security/secrets/stripe_api_key.txt,list_directory_with_sizes,10.0,medium
security/secrets/stripe_api_key.txt,directory_tree,10.0,medium
security/secrets/stripe_api_key.txt,move_file,45.0,high
security/secrets/stripe_api_key.txt,search_files,10.0,medium
security/secrets/stripe_api_key.txt,get_file_info,10.0,medium
security/secrets/stripe_api_key.txt,list_allowed_directories,10.0,medium
source/payment_gateway.py,read_file,4.0,medium
source/payment_gateway.py,read_text_file,4.0,medium
source/payment_gateway.py,read_media_file,4.0,medium
source/payment_gateway.py,read_multiple_files,4.0,medium
source/payment_gateway.py,write_file,24.0,high
source/payment_gateway.py,edit_file,24.0,high
source/payment_gateway.py,create_directory,0.0,low
source/payment_gateway.py,list_directory,4.0,medium
source/payment_gateway.py,list_directory_with_sizes,4.0,medium
source/payment_gateway.py,directory_tree,4.0,medium
source/payment_gateway.py,move_file,24.0,high
source/payment_gateway.py,search_files,4.0,medium
source/payment_gateway.py,get_file_info,4.0,medium
source/payment_gateway.py,list_allowed_directories,4.0,medium
/,read_file,16.0,high
/,read_text_file,16.0,high
/,read_media_file,16.0,high
/,read_multiple_files,16.0,high
/,write_file,48.0,critical
/,edit_file,48.0,critical
/,create_directory,16.0,medium
/,list_directory,16.0,high
/,list_directory_with_sizes,16.0,high
/,directory_tree,16.0,high
/,move_file,60.0,critical
/,search_files,16.0,high
/,get_file_info,16.0,high
/,list_allowed_directories,16.0,high
customers/,read_file,16.0,high
customers/,read_text_file,16.0,high
customers/,read_media_file,16.0,high
customers/,read_multiple_files,16.0,high
customers/,write_file,48.0,critical
customers/,edit_file,48.0,critical
customers/,create_directory,16.0,medium
customers/,list_directory,16.0,high
customers/,list_directory_with_sizes,16.0,high
customers/,directory_tree,16.0,high
customers/,move_file,60.0,critical
customers/,search_files,16.0,high
customers/,get_file_info,16.0,high
customers/,list_allowed_directories,16.0,high
security/,read_file,16.0,high
security/,read_text_file,16.0,high
security/,read_media_file,16.0,high
security/,read_multiple_files,16.0,high
security/,write_file,48.0,critical
security/,edit_file,48.0,critical
security/,create_directory,16.0,medium
security/,list_directory,16.0,high
security/,list_directory_with_sizes,16.0,high
security/,directory_tree,16.0,high
security/,move_file,36.0,high
security/,search_files,16.0,high
security/,get_file_info,16.0,high
security/,list_allowed_directories,16.0,high
customers/cust_0001/,read_file,16.0,high
customers/cust_0001/,read_text_file,16.0,high
customers/cust_0001/,read_media_file,16.0,high
customers/cust_0001/,read_multiple_files,16.0,high
customers/cust_0001/,write_file,48.0,critical
customers/cust_0001/,edit_file,36.0,high
customers/cust_0001/,create_directory,16.0,medium
customers/cust_0001/,list_directory,16.0,high
customers/cust_0001/,list_directory_with_sizes,16.0,high
customers/cust_0001/,directory_tree,16.0,high
customers/cust_0001/,move_file,36.0,high
customers/cust_0001/,search_files,16.0,high
customers/cust_0001/,get_file_info,16.0,high
customers/cust_0001/,list_allowed_directories,16.0,high
payments/,read_file,16.0,high
payments/,read_text_file,16.0,high
payments/,read_media_file,16.0,high
payments/,read_multiple_files,16.0,high
payments/,write_file,48.0,critical
payments/,edit_file,48.0,critical
payments/,create_directory,16.0,medium
payments/,list_directory,16.0,high
payments/,list_directory_with_sizes,16.0,high
payments/,directory_tree,16.0,high
payments/,move_file,60.0,critical
payments/,search_files,16.0,high
payments/,get_file_info,16.0,high
payments/,list_allowed_directories,16.0,high
security/secrets/,read_file,20.0,high
security/secrets/,read_text_file,20.0,high
security/secrets/,read_media_file,20.0,high
security/secrets/,read_multiple_files,20.0,high
security/secrets/,write_file,75.0,critical
security/secrets/,edit_file,60.0,critical
security/secrets/,create_directory,20.0,high
security/secrets/,list_directory,20.0,high
security/secrets/,list_directory_with_sizes,25.0,high
security/secrets/,directory_tree,25.0,high
security/secrets/,move_file,75.0,critical
security/secrets/,search_files,20.0,high
security/secrets/,get_file_info,20.0,high
security/secrets/,list_allowed_directories,25.0,high
customers/cust_0002/,read_file,16.0,high
customers/cust_0002/,read_text_file,16.0,high
customers/cust_0002/,read_media_file,16.0,high
customers/cust_0002/,read_multiple_files,16.0,high
customers/cust_0002/,write_file,36.0,high
customers/cust_0002/,edit_file,36.0,high
customers/cust_0002/,create_directory,16.0,medium
customers/cust_0002/,list_directory,16.0,high
customers/cust_0002/,list_directory_with_sizes,16.0,high
customers/cust_0002/,directory_tree,16.0,high
customers/cust_0002/,move_file,36.0,high
customers/cust_0002/,search_files,16.0,high
customers/cust_0002/,get_file_info,16.0,high
customers/cust_0002/,list_allowed_directories,16.0,high
marketing/,read_file,8.0,medium
marketing/,read_text_file,8.0,medium
marketing/,read_media_file,8.0,medium
marketing/,read_multiple_files,8.0,medium
marketing/,write_file,18.0,medium
marketing/,edit_file,12.0,medium
marketing/,create_directory,8.0,medium
marketing/,list_directory,8.0,medium
marketing/,list_directory_with_sizes,8.0,medium
marketing/,directory_tree,8.0,medium
marketing/,move_file,18.0,medium
marketing/,search_files,8.0,medium
marketing/,get_file_info,8.0,medium
marketing/,list_allowed_directories,8.0,medium
payments/card_vault/,read_file,20.0,high
payments/card_vault/,read_text_file,20.0,high
payments/card_vault/,read_media_file,20.0,high
payments/card_vault/,read_multiple_files,20.0,high
payments/card_vault/,write_file,60.0,critical
payments/card_vault/,edit_file,60.0,critical
payments/card_vault/,create_directory,20.0,high
payments/card_vault/,list_directory,20.0,high
payments/card_vault/,list_directory_with_sizes,20.0,high
payments/card_vault/,directory_tree,20.0,high
payments/card_vault/,move_file,75.0,critical
payments/card_vault/,search_files,20.0,high
payments/card_vault/,get_file_info,20.0,high
payments/card_vault/,list_allowed_directories,20.0,high
payments/settlements/,read_file,16.0,high
payments/settlements/,read_text_file,16.0,high
payments/settlements/,read_media_file,16.0,high
payments/settlements/,read_multiple_files,16.0,high
payments/settlements/,write_file,24.0,high
payments/settlements/,edit_file,24.0,high
payments/settlements/,create_directory,16.0,medium
payments/settlements/,list_directory,16.0,high
payments/settlements/,list_directory_with_sizes,16.0,high
payments/settlements/,directory_tree,16.0,high
payments/settlements/,move_file,36.0,high
payments/settlements/,search_files,16.0,high
payments/settlements/,get_file_info,16.0,high
payments/settlements/,list_allowed_directories,16.0,high
security/audit/,read_file,16.0,high
security/audit/,read_text_file,16.0,high
security/audit/,read_media_file,16.0,high
security/audit/,read_multiple_files,16.0,high
security/audit/,write_file,24.0,high
security/audit/,edit_file,48.0,critical
security/audit/,create_directory,16.0,medium
security/audit/,list_directory,16.0,high
security/audit/,list_directory_with_sizes,16.0,high
security/audit/,directory_tree,16.0,high
security/audit/,move_file,36.0,high
security/audit/,search_files,16.0,high
security/audit/,get_file_info,16.0,high
security/audit/,list_allowed_directories,16.0,high
source/,read_file,16.0,high
source/,read_text_file,16.0,high
source/,read_media_file,16.0,high
source/,read_multiple_files,16.0,high
source/,write_file,36.0,high
source/,edit_file,36.0,high
source/,create_directory,16.0,medium
source/,list_directory,16.0,high
source/,list_directory_with_sizes,16.0,high
source/,directory_tree,16.0,high
source/,move_file,36.0,high
source/,search_files,16.0,high
source/,get_file_info,16.0,high
source/,list_allowed_directories,16.0,high
