asset,tool,sensitivity,blast,impact,score,band
file-write-surface,list_directory,4,N/A,2,N/A,na
file-write-surface,list_directory_with_sizes,4,N/A,2,N/A,na
file-write-surface,directory_tree,4,N/A,2,N/A,na
file-write-surface,move_file,4,4,4,64,high
file-write-surface,search_files,4,N/A,2,N/A,na
file-write-surface,get_file_info,4,N/A,2,N/A,na
file-write-surface,list_allowed_directories,4,N/A,2,N/A,na
project-material,read_file,2,2,3,12,low
project-material,read_text_file,2,2,3,12,low
project-material,read_media_file,2,2,3,12,low
project-material,read_multiple_files,2,3,3,18,medium
project-material,write_file,2,2,4,16,low
project-material,edit_file,2,2,4,16,low
project-material,create_directory,2,3,4,24,medium
project-material,list_directory,2,2,2,8,low
project-material,list_directory_with_sizes,2,2,2,8,low
project-material,directory_tree,2,N/A,2,N/A,na
project-material,move_file,2,3,4,24,medium
project-material,search_files,2,2,2,8,low
project-material,get_file_info,2,2,2,8,low
project-material,list_allowed_directories,2,2,2,8,low
published-material,read_file,1,2,3,6,low
published-material,read_text_file,1,2,3,6,low
published-material,read_media_file,1,2,3,6,low
published-material,read_multiple_files,1,3,3,9,low
published-material,write_file,1,2,4,8,low
published-material,edit_file,1,2,4,8,low
published-material,create_directory,1,N/A,4,N/A,na
published-material,list_directory,1,2,2,4,low
published-material,list_directory_with_sizes,1,2,2,4,low
published-material,directory_tree,1,N/A,2,N/A,na
published-material,move_file,1,2,4,8,low
published-material,search_files,1,2,2,4,low
published-material,get_file_info,1,2,2,4,low
published-material,list_allowed_directories,1,2,2,4,low
filesystem-metadata,read_file,3,N/A,3,N/A,na
filesystem-metadata,read_text_file,3,N/A,3,N/A,na
filesystem-metadata,read_media_file,3,N/A,3,N/A,na
filesystem-metadata,read_multiple_files,3,N/A,3,N/A,na
filesystem-metadata,write_file,3,N/A,4,N/A,na
filesystem-metadata,edit_file,3,N/A,4,N/A,na
filesystem-metadata,create_directory,3,N/A,4,N/A,na
filesystem-metadata,list_directory,3,3,2,18,medium
filesystem-metadata,list_directory_with_sizes,3,3,2,18,medium
filesystem-metadata,directory_tree,3,4,2,24,medium
filesystem-metadata,move_file,3,N/A,4,N/A,na
filesystem-metadata,search_files,3,3,2,18,medium
filesystem-metadata,get_file_info,3,3,2,18,medium
filesystem-metadata,list_allowed_directories,3,3,2,18,medium
