server,asset,asset_sensitivity,tool,tool_impact,blast_baseline,score_baseline,band_baseline,blast_plain,score_plain,band_plain,blast_gated,score_gated,band_gated
fs:corp,/,5,read_multiple_files,3,5,75.0,critical,5,75.0,critical,5,75.0,critical
fs:corp,sensitive/,5,read_multiple_files,3,5,75.0,critical,5,75.0,critical,5,75.0,critical
fs:corp,projects/,3,read_multiple_files,3,4,36.0,high,4,36.0,high,4,36.0,high
fs:corp,sensitive/security/,5,read_multiple_files,3,5,75.0,critical,5,75.0,critical,5,75.0,critical
fs:corp,onboarding/,2,read_multiple_files,3,1,6.0,medium,1,6.0,medium,1,6.0,medium
fs:corp,sensitive/financials/,4,read_multiple_files,3,4,48.0,critical,4,48.0,critical,4,48.0,critical
fs:corp,source_code/,4,read_multiple_files,3,5,60.0,critical,5,60.0,critical,5,60.0,critical
fs:corp,file-contents,5,read_multiple_files,3,5,75.0,critical,5,75.0,critical,5,75.0,critical
fs:corp,media-records,2,read_multiple_files,3,4,24.0,high,4,24.0,high,4,24.0,high
fs:corp,file-records,3,read_multiple_files,3,3,27.0,high,3,27.0,high,3,27.0,high
fs:corp,directory-structure,1,read_multiple_files,3,,,na,,,na,,,na
fs:corp,directory-contents,2,read_multiple_files,3,4,24.0,high,4,24.0,high,4,24.0,high
fs:corp,file-directory,4,read_multiple_files,3,,,na,,,na,,,na
fs:corp,file-metadata,2,read_multiple_files,3,,,na,,,na,,,na
fs:corp,README.md,1,write_file,5,1,5.0,low,1,5.0,low,1,5.0,low
fs:corp,onboarding/org_chart.png,2,write_file,5,1,10.0,medium,1,10.0,medium,1,10.0,medium
fs:corp,projects/db_schema.sql,3,write_file,5,1,15.0,medium,1,15.0,medium,1,15.0,medium
fs:corp,projects/known_defects.csv,4,write_file,5,1,20.0,medium,3,60.0,high,3,60.0,high
fs:corp,sensitive/financials/payslips_q1.csv,4,write_file,5,3,60.0,high,3,60.0,high,3,60.0,high
fs:corp,sensitive/security/audit_log.txt,4,write_file,5,1,20.0,medium,3,60.0,high,3,60.0,high
fs:corp,sensitive/security/private_key.pem,5,write_file,5,5,125.0,high,5,125.0,high,5,125.0,high
fs:corp,source_code/core.c,4,write_file,5,1,20.0,medium,3,60.0,high,3,60.0,high
fs:corp,/,5,write_file,5,4,100.0,high,4,100.0,high,4,100.0,high
fs:corp,sensitive/,5,write_file,5,5,125.0,high,5,125.0,high,5,125.0,high
fs:corp,projects/,3,write_file,5,3,45.0,high,3,45.0,high,3,45.0,high
fs:corp,sensitive/security/,5,write_file,5,5,125.0,high,5,125.0,high,5,125.0,high
fs:corp,onboarding/,2,write_file,5,1,10.0,medium,1,10.0,medium,1,10.0,medium
fs:corp,sensitive/financials/,4,write_file,5,4,80.0,high,4,80.0,high,4,80.0,high
fs:corp,source_code/,4,write_file,5,4,80.0,high,4,80.0,high,4,80.0,high
fs:corp,file-contents,5,write_file,5,,,na,,,na,,,na
fs:corp,media-records,2,write_file,5,,,na,,,na,,,na
fs:corp,file-records,3,write_file,5,1,15.0,medium,1,15.0,medium,1,15.0,medium
fs:corp,directory-structure,1,write_file,5,,,na,,,na,,,na
fs:corp,directory-contents,2,write_file,5,,,na,,,na,,,na
fs:corp,file-directory,4,write_file,5,3,60.0,high,3,60.0,high,3,60.0,high
fs:corp,file-metadata,2,write_file,5,,,na,,,na,,,na
fs:corp,README.md,1,edit_file,4,1,4.0,low,1,4.0,low,1,4.0,low
fs:corp,onboarding/org_chart.png,2,edit_file,4,,,na,,,na,,,na
fs:corp,projects/db_schema.sql,3,edit_file,4,1,12.0,medium,1,12.0,medium,1,12.0,medium
fs:corp,projects/known_defects.csv,4,edit_file,4,4,64.0,high,4,64.0,high,4,64.0,high
fs:corp,sensitive/financials/payslips_q1.csv,4,edit_file,4,5,80.0,high,5,80.0,high,5,80.0,high
fs:corp,sensitive/security/audit_log.txt,4,edit_file,4,1,16.0,medium,3,48.0,high,3,48.0,high
fs:corp,sensitive/security/private_key.pem,5,edit_file,4,5,100.0,high,5,100.0,high,5,100.0,high
fs:corp,source_code/core.c,4,edit_file,4,1,16.0,medium,3,48.0,high,3,48.0,high
fs:corp,/,5,edit_file,4,3,60.0,high,4,80.0,high,4,80.0,high
fs:corp,sensitive/,5,edit_file,4,5,100.0,high,5,100.0,high,5,100.0,high
fs:corp,projects/,3,edit_file,4,3,36.0,high,3,36.0,high,3,36.0,high
fs:corp,sensitive/security/,5,edit_file,4,5,100.0,high,5,100.0,high,5,100.0,high
fs:corp,onboarding/,2,edit_file,4,,,na,,,na,,,na
fs:corp,sensitive/financials/,4,edit_file,4,4,64.0,high,4,64.0,high,4,64.0,high
fs:corp,source_code/,4,edit_file,4,4,64.0,high,4,64.0,high,4,64.0,high
fs:corp,file-contents,5,edit_file,4,1,20.0,medium,4,80.0,high,4,80.0,high
fs:corp,media-records,2,edit_file,4,,,na,,,na,,,na
fs:corp,file-records,3,edit_file,4,3,36.0,high,3,36.0,high,3,36.0,high
fs:corp,directory-structure,1,edit_file,4,,,na,,,na,,,na
fs:corp,directory-contents,2,edit_file,4,,,na,,,na,,,na
fs:corp,file-directory,4,edit_file,4,3,48.0,high,3,48.0,high,3,48.0,high
fs:corp,file-metadata,2,edit_file,4,,,na,,,na,,,na
fs:corp,README.md,1,create_directory,4,,,na,,,na,,,na
fs:corp,onboarding/org_chart.png,2,create_directory,4,,,na,,,na,,,na
fs:corp,projects/db_schema.sql,3,create_directory,4,,,na,,,na,,,na
fs:corp,projects/known_defects.csv,4,create_directory,4,,,na,,,na,,,na
fs:corp,sensitive/financials/payslips_q1.csv,4,create_directory,4,,,na,,,na,,,na
fs:corp,sensitive/security/audit_log.txt,4,create_directory,4,,,na,,,na,,,na
fs:corp,sensitive/security/private_key.pem,5,create_directory,4,,,na,,,na,,,na
fs:corp,source_code/core.c,4,create_directory,4,,,na,,,na,,,na
fs:corp,/,5,create_directory,4,2,40.0,high,4,80.0,high,4,80.0,high
fs:corp,sensitive/,5,create_directory,4,,,na,,,na,,,na
fs:corp,projects/,3,create_directory,4,1,12.0,medium,1,12.0,medium,1,12.0,medium
fs:corp,sensitive/security/,5,create_directory,4,,,na,,,na,,,na
fs:corp,onboarding/,2,create_directory,4,1,8.0,medium,1,8.0,medium,1,8.0,medium
fs:corp,sensitive/financials/,4,create_directory,4,,,na,,,na,,,na
fs:corp,source_code/,4,create_directory,4,,,na,,,na,,,na
fs:corp,file-contents,5,create_directory,4,,,na,,,na,,,na
fs:corp,media-records,2,create_directory,4,,,na,,,na,,,na
fs:corp,file-records,3,create_directory,4,,,na,,,na,,,na
fs:corp,directory-structure,1,create_directory,4,3,12.0,medium,3,12.0,medium,3,12.0,medium
fs:corp,directory-contents,2,create_directory,4,,,na,,,na,,,na
fs:corp,file-directory,4,create_directory,4,3,48.0,high,3,48.0,high,3,48.0,high
fs:corp,file-metadata,2,create_directory,4,,,na,,,na,,,na
fs:corp,README.md,1,list_directory,2,,,na,,,na,,,na
fs:corp,onboarding/org_chart.png,2,list_directory,2,,,na,,,na,,,na
fs:corp,projects/db_schema.sql,3,list_directory,2,,,na,,,na,,,na
fs:corp,projects/known_defects.csv,4,list_directory,2,,,na,,,na,,,na
fs:corp,sensitive/financials/payslips_q1.csv,4,list_directory,2,,,na,,,na,,,na
fs:corp,sensitive/security/audit_log.txt,4,list_directory,2,,,na,,,na,,,na
fs:corp,sensitive/security/private_key.pem,5,list_directory,2,1,10.0,high,4,40.0,high,1,10.0,high
fs:corp,source_code/core.c,4,list_directory,2,,,na,,,na,,,na
fs:corp,/,5,list_directory,2,4,40.0,high,4,40.0,high,4,40.0,high
fs:corp,sensitive/,5,list_directory,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,projects/,3,list_directory,2,2,12.0,medium,2,12.0,medium,2,12.0,medium
fs:corp,sensitive/security/,5,list_directory,2,5,50.0,high,5,50.0,high,5,50.0,high
fs:corp,onboarding/,2,list_directory,2,4,16.0,medium,4,16.0,medium,4,16.0,medium
fs:corp,sensitive/financials/,4,list_directory,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,source_code/,4,list_directory,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,file-contents,5,list_directory,2,,,na,,,na,,,na
fs:corp,media-records,2,list_directory,2,,,na,,,na,,,na
fs:corp,file-records,3,list_directory,2,,,na,,,na,,,na
fs:corp,directory-structure,1,list_directory,2,4,8.0,medium,4,8.0,medium,4,8.0,medium
fs:corp,directory-contents,2,list_directory,2,4,16.0,medium,4,16.0,medium,4,16.0,medium
fs:corp,file-directory,4,list_directory,2,4,32.0,high,4,32.0,high,4,32.0,high
fs:corp,file-metadata,2,list_directory,2,4,16.0,medium,4,16.0,medium,4,16.0,medium
fs:corp,README.md,1,list_directory_with_sizes,2,,,na,,,na,,,na
fs:corp,onboarding/org_chart.png,2,list_directory_with_sizes,2,,,na,,,na,,,na
fs:corp,projects/db_schema.sql,3,list_directory_with_sizes,2,,,na,,,na,,,na
fs:corp,projects/known_defects.csv,4,list_directory_with_sizes,2,,,na,,,na,,,na
fs:corp,sensitive/financials/payslips_q1.csv,4,list_directory_with_sizes,2,,,na,,,na,,,na
fs:corp,sensitive/security/audit_log.txt,4,list_directory_with_sizes,2,,,na,,,na,,,na
fs:corp,sensitive/security/private_key.pem,5,list_directory_with_sizes,2,1,10.0,high,4,40.0,high,1,10.0,high
fs:corp,source_code/core.c,4,list_directory_with_sizes,2,,,na,,,na,,,na
fs:corp,/,5,list_directory_with_sizes,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,sensitive/,5,list_directory_with_sizes,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,projects/,3,list_directory_with_sizes,2,2,12.0,medium,2,12.0,medium,2,12.0,medium
fs:corp,sensitive/security/,5,list_directory_with_sizes,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,onboarding/,2,list_directory_with_sizes,2,1,4.0,low,1,4.0,low,1,4.0,low
fs:corp,sensitive/financials/,4,list_directory_with_sizes,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,source_code/,4,list_directory_with_sizes,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,file-contents,5,list_directory_with_sizes,2,,,na,,,na,,,na
fs:corp,media-records,2,list_directory_with_sizes,2,,,na,,,na,,,na
fs:corp,file-records,3,list_directory_with_sizes,2,,,na,,,na,,,na
fs:corp,directory-structure,1,list_directory_with_sizes,2,4,8.0,medium,4,8.0,medium,4,8.0,medium
fs:corp,directory-contents,2,list_directory_with_sizes,2,4,16.0,medium,4,16.0,medium,4,16.0,medium
fs:corp,file-directory,4,list_directory_with_sizes,2,4,32.0,high,4,32.0,high,4,32.0,high
fs:corp,file-metadata,2,list_directory_with_sizes,2,4,16.0,medium,4,16.0,medium,4,16.0,medium
fs:corp,README.md,1,directory_tree,2,,,na,,,na,,,na
fs:corp,onboarding/org_chart.png,2,directory_tree,2,,,na,,,na,,,na
fs:corp,projects/db_schema.sql,3,directory_tree,2,,,na,,,na,,,na
fs:corp,projects/known_defects.csv,4,directory_tree,2,,,na,,,na,,,na
fs:corp,sensitive/financials/payslips_q1.csv,4,directory_tree,2,,,na,,,na,,,na
fs:corp,sensitive/security/audit_log.txt,4,directory_tree,2,,,na,,,na,,,na
fs:corp,sensitive/security/private_key.pem,5,directory_tree,2,,,na,,,na,,,na
fs:corp,source_code/core.c,4,directory_tree,2,,,na,,,na,,,na
fs:corp,/,5,directory_tree,2,4,40.0,high,4,40.0,high,4,40.0,high
fs:corp,sensitive/,5,directory_tree,2,3,30.0,high,4,40.0,high,3,30.0,high
fs:corp,projects/,3,directory_tree,2,2,12.0,medium,2,12.0,medium,2,12.0,medium
fs:corp,sensitive/security/,5,directory_tree,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,onboarding/,2,directory_tree,2,1,4.0,low,1,4.0,low,1,4.0,low
fs:corp,sensitive/financials/,4,directory_tree,2,2,16.0,medium,3,24.0,high,2,16.0,medium
fs:corp,source_code/,4,directory_tree,2,4,32.0,high,4,32.0,high,4,32.0,high
fs:corp,file-contents,5,directory_tree,2,,,na,,,na,,,na
fs:corp,media-records,2,directory_tree,2,,,na,,,na,,,na
fs:corp,file-records,3,directory_tree,2,,,na,,,na,,,na
fs:corp,directory-structure,1,directory_tree,2,4,8.0,medium,4,8.0,medium,4,8.0,medium
fs:corp,directory-contents,2,directory_tree,2,4,16.0,medium,4,16.0,medium,4,16.0,medium
fs:corp,file-directory,4,directory_tree,2,4,32.0,high,4,32.0,high,4,32.0,high
fs:corp,file-metadata,2,directory_tree,2,,,na,,,na,,,na
fs:corp,README.md,1,move_file,4,1,4.0,low,1,4.0,low,1,4.0,low
fs:corp,onboarding/org_chart.png,2,move_file,4,1,8.0,medium,1,8.0,medium,1,8.0,medium
fs:corp,projects/db_schema.sql,3,move_file,4,1,12.0,medium,1,12.0,medium,1,12.0,medium
fs:corp,projects/known_defects.csv,4,move_file,4,1,16.0,medium,3,48.0,high,3,48.0,high
fs:corp,sensitive/financials/payslips_q1.csv,4,move_file,4,1,16.0,medium,3,48.0,high,3,48.0,high
fs:corp,sensitive/security/audit_log.txt,4,move_file,4,1,16.0,medium,3,48.0,high,3,48.0,high
fs:corp,sensitive/security/private_key.pem,5,move_file,4,1,20.0,medium,4,80.0,high,4,80.0,high
fs:corp,source_code/core.c,4,move_file,4,2,32.0,high,3,48.0,high,3,48.0,high
fs:corp,/,5,move_file,4,2,40.0,high,4,80.0,high,4,80.0,high
fs:corp,sensitive/,5,move_file,4,3,60.0,high,4,80.0,high,4,80.0,high
fs:corp,projects/,3,move_file,4,3,36.0,high,3,36.0,high,3,36.0,high
fs:corp,sensitive/security/,5,move_file,4,2,40.0,high,4,80.0,high,4,80.0,high
fs:corp,onboarding/,2,move_file,4,1,8.0,medium,1,8.0,medium,1,8.0,medium
fs:corp,sensitive/financials/,4,move_file,4,3,48.0,high,3,48.0,high,3,48.0,high
fs:corp,source_code/,4,move_file,4,1,16.0,medium,3,48.0,high,3,48.0,high
fs:corp,file-contents,5,move_file,4,,,na,,,na,,,na
fs:corp,media-records,2,move_file,4,,,na,,,na,,,na
fs:corp,file-records,3,move_file,4,2,24.0,high,2,24.0,high,2,24.0,high
fs:corp,directory-structure,1,move_file,4,3,12.0,medium,3,12.0,medium,3,12.0,medium
fs:corp,directory-contents,2,move_file,4,,,na,,,na,,,na
fs:corp,file-directory,4,move_file,4,3,48.0,high,3,48.0,high,3,48.0,high
fs:corp,file-metadata,2,move_file,4,,,na,,,na,,,na
fs:corp,README.md,1,search_files,2,1,2.0,low,1,2.0,low,1,2.0,low
fs:corp,onboarding/org_chart.png,2,search_files,2,1,4.0,low,1,4.0,low,1,4.0,low
fs:corp,projects/db_schema.sql,3,search_files,2,1,6.0,low,1,6.0,low,1,6.0,low
fs:corp,projects/known_defects.csv,4,search_files,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,sensitive/financials/payslips_q1.csv,4,search_files,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,sensitive/security/audit_log.txt,4,search_files,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,sensitive/security/private_key.pem,5,search_files,2,1,10.0,high,4,40.0,high,1,10.0,high
fs:corp,source_code/core.c,4,search_files,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,/,5,search_files,2,4,40.0,high,4,40.0,high,4,40.0,high
fs:corp,sensitive/,5,search_files,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,projects/,3,search_files,2,2,12.0,medium,2,12.0,medium,2,12.0,medium
fs:corp,sensitive/security/,5,search_files,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,onboarding/,2,search_files,2,1,4.0,low,1,4.0,low,1,4.0,low
fs:corp,sensitive/financials/,4,search_files,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,source_code/,4,search_files,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,file-contents,5,search_files,2,,,na,,,na,,,na
fs:corp,media-records,2,search_files,2,2,8.0,medium,2,8.0,medium,2,8.0,medium
fs:corp,file-records,3,search_files,2,,,na,,,na,,,na
fs:corp,directory-structure,1,search_files,2,4,8.0,medium,4,8.0,medium,4,8.0,medium
fs:corp,directory-contents,2,search_files,2,4,16.0,medium,4,16.0,medium,4,16.0,medium
fs:corp,file-directory,4,search_files,2,3,24.0,high,3,24.0,high,3,24.0,high
fs:corp,file-metadata,2,search_files,2,,,na,,,na,,,na
fs:corp,README.md,1,get_file_info,2,1,2.0,low,1,2.0,low,1,2.0,low
fs:corp,onboarding/org_chart.png,2,get_file_info,2,1,4.0,low,1,4.0,low,1,4.0,low
fs:corp,projects/db_schema.sql,3,get_file_info,2,1,6.0,low,1,6.0,low,1,6.0,low
fs:corp,projects/known_defects.csv,4,get_file_info,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,sensitive/financials/payslips_q1.csv,4,get_file_info,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,sensitive/security/audit_log.txt,4,get_file_info,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,sensitive/security/private_key.pem,5,get_file_info,2,1,10.0,high,4,40.0,high,1,10.0,high
fs:corp,source_code/core.c,4,get_file_info,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,/,5,get_file_info,2,4,40.0,high,4,40.0,high,4,40.0,high
fs:corp,sensitive/,5,get_file_info,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,projects/,3,get_file_info,2,2,12.0,medium,2,12.0,medium,2,12.0,medium
fs:corp,sensitive/security/,5,get_file_info,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,onboarding/,2,get_file_info,2,1,4.0,low,1,4.0,low,1,4.0,low
fs:corp,sensitive/financials/,4,get_file_info,2,4,32.0,high,4,32.0,high,4,32.0,high
fs:corp,source_code/,4,get_file_info,2,4,32.0,high,4,32.0,high,4,32.0,high
fs:corp,file-contents,5,get_file_info,2,,,na,,,na,,,na
fs:corp,media-records,2,get_file_info,2,,,na,,,na,,,na
fs:corp,file-records,3,get_file_info,2,,,na,,,na,,,na
fs:corp,directory-structure,1,get_file_info,2,,,na,,,na,,,na
fs:corp,directory-contents,2,get_file_info,2,3,12.0,medium,3,12.0,medium,3,12.0,medium
fs:corp,file-directory,4,get_file_info,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,file-metadata,2,get_file_info,2,2,8.0,medium,2,8.0,medium,2,8.0,medium
fs:corp,README.md,1,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,onboarding/org_chart.png,2,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,projects/db_schema.sql,3,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,projects/known_defects.csv,4,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,sensitive/financials/payslips_q1.csv,4,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,sensitive/security/audit_log.txt,4,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,sensitive/security/private_key.pem,5,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,source_code/core.c,4,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,/,5,list_allowed_directories,2,4,40.0,high,4,40.0,high,4,40.0,high
fs:corp,sensitive/,5,list_allowed_directories,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,projects/,3,list_allowed_directories,2,2,12.0,medium,2,12.0,medium,2,12.0,medium
fs:corp,sensitive/security/,5,list_allowed_directories,2,2,20.0,high,4,40.0,high,2,20.0,high
fs:corp,onboarding/,2,list_allowed_directories,2,1,4.0,low,1,4.0,low,1,4.0,low
fs:corp,sensitive/financials/,4,list_allowed_directories,2,2,16.0,medium,3,24.0,high,2,16.0,medium
fs:corp,source_code/,4,list_allowed_directories,2,1,8.0,medium,3,24.0,high,1,8.0,medium
fs:corp,file-contents,5,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,media-records,2,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,file-records,3,list_allowed_directories,2,,,na,,,na,,,na
fs:corp,directory-structure,1,list_allowed_directories,2,4,8.0,medium,4,8.0,medium,4,8.0,medium
fs:corp,directory-contents,2,list_allowed_directories,2,2,8.0,medium,2,8.0,medium,2,8.0,medium
fs:corp,file-directory,4,list_allowed_directories,2,2,16.0,medium,3,24.0,high,2,16.0,medium
fs:corp,file-metadata,2,list_allowed_directories,2,,,na,,,na,,,na
