server,asset,asset_sensitivity,tool,tool_impact,blast_baseline,score_baseline,band_baseline,blast_plain,score_plain,band_plain,blast_gated,score_gated,band_gated
slack:real,usergroup-membership,4,conversations_history,3,,,na,,,na,,,na
slack:real,agent-channel-membership,4,conversations_history,3,,,na,,,na,,,na
slack:real,user-directory,5,conversations_history,3,,,na,,,na,,,na
slack:real,channel-directory,4,conversations_history,3,,,na,,,na,,,na
slack:real,usergroup-directory,4,conversations_history,3,,,na,,,na,,,na
slack:real,usergroup-metadata,4,conversations_history,3,,,na,,,na,,,na
slack:real,general,1,conversations_join,4,1,4.0,low,1,4.0,low,1,4.0,low
slack:real,announcements,1,conversations_join,4,1,4.0,low,1,4.0,low,1,4.0,low
slack:real,random,1,conversations_join,4,1,4.0,low,1,4.0,low,1,4.0,low
slack:real,engineering,1,conversations_join,4,1,4.0,low,1,4.0,low,1,4.0,low
slack:real,incident-response,4,conversations_join,4,,,na,,,na,,,na
slack:real,on-call,4,conversations_join,4,,,na,,,na,,,na
slack:real,research-team,4,conversations_join,4,,,na,,,na,,,na
slack:real,exec-private,4,conversations_join,4,,,na,,,na,,,na
slack:real,hr-internal,4,conversations_join,4,,,na,,,na,,,na
slack:real,team-leads,4,conversations_join,4,,,na,,,na,,,na
slack:real,channel-messages,4,conversations_join,4,,,na,,,na,,,na
slack:real,message-reactions,4,conversations_join,4,,,na,,,na,,,na
slack:real,read-markers,3,conversations_join,4,,,na,,,na,,,na
slack:real,usergroup-membership,4,conversations_join,4,,,na,,,na,,,na
slack:real,agent-channel-membership,4,conversations_join,4,1,16.0,medium,3,48.0,high,3,48.0,high
slack:real,user-directory,5,conversations_join,4,,,na,,,na,,,na
slack:real,channel-directory,4,conversations_join,4,,,na,,,na,,,na
slack:real,usergroup-directory,4,conversations_join,4,,,na,,,na,,,na
slack:real,usergroup-metadata,4,conversations_join,4,,,na,,,na,,,na
slack:real,general,1,conversations_leave,4,,,na,,,na,,,na
slack:real,announcements,1,conversations_leave,4,1,4.0,low,1,4.0,low,1,4.0,low
slack:real,random,1,conversations_leave,4,1,4.0,low,1,4.0,low,1,4.0,low
slack:real,engineering,1,conversations_leave,4,1,4.0,low,1,4.0,low,1,4.0,low
slack:real,incident-response,4,conversations_leave,4,1,16.0,medium,3,48.0,high,3,48.0,high
slack:real,on-call,4,conversations_leave,4,1,16.0,medium,3,48.0,high,3,48.0,high
slack:real,research-team,4,conversations_leave,4,1,16.0,medium,3,48.0,high,3,48.0,high
slack:real,exec-private,4,conversations_leave,4,2,32.0,high,3,48.0,high,3,48.0,high
slack:real,hr-internal,4,conversations_leave,4,1,16.0,medium,3,48.0,high,3,48.0,high
slack:real,team-leads,4,conversations_leave,4,1,16.0,medium,3,48.0,high,3,48.0,high
slack:real,channel-messages,4,conversations_leave,4,,,na,,,na,,,na
slack:real,message-reactions,4,conversations_leave,4,,,na,,,na,,,na
slack:real,read-markers,3,conversations_leave,4,,,na,,,na,,,na
slack:real,usergroup-membership,4,conversations_leave,4,,,na,,,na,,,na
slack:real,agent-channel-membership,4,conversations_leave,4,1,16.0,medium,3,48.0,high,3,48.0,high
slack:real,user-directory,5,conversations_leave,4,,,na,,,na,,,na
slack:real,channel-directory,4,conversations_leave,4,,,na,,,na,,,na
slack:real,usergroup-directory,4,conversations_leave,4,,,na,,,na,,,na
slack:real,usergroup-metadata,4,conversations_leave,4,,,na,,,na,,,na
slack:real,general,1,conversations_mark,2,4,8.0,medium,4,8.0,medium,4,8.0,medium
slack:real,announcements,1,conversations_mark,2,4,8.0,medium,4,8.0,medium,4,8.0,medium
slack:real,random,1,conversations_mark,2,4,8.0,medium,4,8.0,medium,4,8.0,medium
slack:real,engineering,1,conversations_mark,2,4,8.0,medium,4,8.0,medium,4,8.0,medium
slack:real,incident-response,4,conversations_mark,2,4,32.0,high,4,32.0,high,4,32.0,high
slack:real,on-call,4,conversations_mark,2,4,32.0,high,4,32.0,high,4,32.0,high
slack:real,research-team,4,conversations_mark,2,4,32.0,high,4,32.0,high,4,32.0,high
slack:real,exec-private,4,conversations_mark,2,4,32.0,high,4,32.0,high,4,32.0,high
slack:real,hr-internal,4,conversations_mark,2,4,32.0,high,4,32.0,high,4,32.0,high
slack:real,team-leads,4,conversations_mark,2,4,32.0,high,4,32.0,high,4,32.0,high
slack:real,channel-messages,4,conversations_mark,2,,,na,,,na,,,na
slack:real,message-reactions,4,conversations_mark,2,,,na,,,na,,,na
slack:real,read-markers,3,conversations_mark,2,4,24.0,high,4,24.0,high,4,24.0,high
slack:real,usergroup-membership,4,conversations_mark,2,,,na,,,na,,,na
slack:real,agent-channel-membership,4,conversations_mark,2,,,na,,,na,,,na
slack:real,user-directory,5,conversations_mark,2,,,na,,,na,,,na
slack:real,channel-directory,4,conversations_mark,2,,,na,,,na,,,na
slack:real,usergroup-directory,4,conversations_mark,2,,,na,,,na,,,na
slack:real,usergroup-metadata,4,conversations_mark,2,,,na,,,na,,,na
slack:real,general,1,conversations_replies,3,3,9.0,medium,3,9.0,medium,3,9.0,medium
slack:real,announcements,1,conversations_replies,3,3,9.0,medium,3,9.0,medium,3,9.0,medium
slack:real,random,1,conversations_replies,3,3,9.0,medium,3,9.0,medium,3,9.0,medium
slack:real,engineering,1,conversations_replies,3,2,6.0,medium,2,6.0,medium,2,6.0,medium
slack:real,incident-response,4,conversations_replies,3,4,48.0,critical,4,48.0,critical,4,48.0,critical
slack:real,on-call,4,conversations_replies,3,3,36.0,high,3,36.0,high,3,36.0,high
slack:real,research-team,4,conversations_replies,3,3,36.0,high,3,36.0,high,3,36.0,high
slack:real,exec-private,4,conversations_replies,3,3,36.0,high,3,36.0,high,3,36.0,high
slack:real,hr-internal,4,conversations_replies,3,3,36.0,high,3,36.0,high,3,36.0,high
slack:real,team-leads,4,conversations_replies,3,3,36.0,high,3,36.0,high,3,36.0,high
slack:real,channel-messages,4,conversations_replies,3,3,36.0,high,3,36.0,high,3,36.0,high
slack:real,message-reactions,4,conversations_replies,3,,,na,,,na,,,na
slack:real,read-markers,3,conversations_replies,3,,,na,,,na,,,na
slack:real,usergroup-membership,4,conversations_replies,3,,,na,,,na,,,na
slack:real,agent-channel-membership,4,conversations_replies,3,,,na,,,na,,,na
slack:real,user-directory,5,conversations_replies,3,,,na,,,na,,,na
slack:real,channel-directory,4,conversations_replies,3,,,na,,,na,,,na
slack:real,usergroup-directory,4,conversations_replies,3,,,na,,,na,,,na
slack:real,usergroup-metadata,4,conversations_replies,3,,,na,,,na,,,na
slack:real,general,1,conversations_search_messages,3,3,9.0,medium,3,9.0,medium,3,9.0,medium
slack:real,announcements,1,conversations_search_messages,3,4,12.0,medium,4,12.0,medium,4,12.0,medium
slack:real,random,1,conversations_search_messages,3,4,12.0,medium,4,12.0,medium,4,12.0,medium
slack:real,engineering,1,conversations_search_messages,3,4,12.0,medium,4,12.0,medium,4,12.0,medium
slack:real,incident-response,4,conversations_search_messages,3,4,48.0,critical,4,48.0,critical,4,48.0,critical
slack:real,on-call,4,conversations_search_messages,3,4,48.0,critical,4,48.0,critical,4,48.0,critical
slack:real,research-team,4,conversations_search_messages,3,4,48.0,critical,4,48.0,critical,4,48.0,critical
slack:real,exec-private,4,conversations_search_messages,3,4,48.0,critical,4,48.0,critical,4,48.0,critical
slack:real,hr-internal,4,conversations_search_messages,3,4,48.0,critical,4,48.0,critical,4,48.0,critical
slack:real,team-leads,4,conversations_search_messages,3,4,48.0,critical,4,48.0,critical,4,48.0,critical
slack:real,channel-messages,4,conversations_search_messages,3,3,36.0,high,3,36.0,high,3,36.0,high
slack:real,message-reactions,4,conversations_search_messages,3,,,na,,,na,,,na
slack:real,read-markers,3,conversations_search_messages,3,,,na,,,na,,,na
slack:real,usergroup-membership,4,conversations_search_messages,3,,,na,,,na,,,na
slack:real,agent-channel-membership,4,conversations_search_messages,3,,,na,,,na,,,na
slack:real,user-directory,5,conversations_search_messages,3,,,na,,,na,,,na
slack:real,channel-directory,4,conversations_search_messages,3,,,na,,,na,,,na
slack:real,usergroup-directory,4,conversations_search_messages,3,,,na,,,na,,,na
slack:real,usergroup-metadata,4,conversations_search_messages,3,,,na,,,na,,,na
slack:real,general,1,conversations_unreads,3,2,6.0,medium,2,6.0,medium,2,6.0,medium
slack:real,announcements,1,conversations_unreads,3,2,6.0,medium,2,6.0,medium,2,6.0,medium
slack:real,random,1,conversations_unreads,3,2,6.0,medium,2,6.0,medium,2,6.0,medium
slack:real,engineering,1,conversations_unreads,3,2,6.0,medium,2,6.0,medium,2,6.0,medium
slack:real,incident-response,4,conversations_unreads,3,2,24.0,high,3,36.0,high,2,24.0,high
slack:real,on-call,4,conversations_unreads,3,2,24.0,high,3,36.0,high,2,24.0,high
slack:real,research-team,4,conversations_unreads,3,2,24.0,high,3,36.0,high,2,24.0,high
slack:real,exec-private,4,conversations_unreads,3,1,12.0,high,3,36.0,high,1,12.0,high
slack:real,hr-internal,4,conversations_unreads,3,4,48.0,critical,4,48.0,critical,4,48.0,critical
slack:real,team-leads,4,conversations_unreads,3,2,24.0,high,3,36.0,high,2,24.0,high
slack:real,channel-messages,4,conversations_unreads,3,4,48.0,critical,4,48.0,critical,4,48.0,critical
slack:real,message-reactions,4,conversations_unreads,3,,,na,,,na,,,na
slack:real,read-markers,3,conversations_unreads,3,,,na,,,na,,,na
slack:real,usergroup-membership,4,conversations_unreads,3,,,na,,,na,,,na
slack:real,agent-channel-membership,4,conversations_unreads,3,,,na,,,na,,,na
slack:real,user-directory,5,conversations_unreads,3,,,na,,,na,,,na
slack:real,channel-directory,4,conversations_unreads,3,2,24.0,high,3,36.0,high,2,24.0,high
slack:real,usergroup-directory,4,conversations_unreads,3,,,na,,,na,,,na
slack:real,usergroup-metadata,4,conversations_unreads,3,,,na,,,na,,,na
slack:real,general,1,usergroups_create,4,,,na,,,na,,,na
slack:real,announcements,1,usergroups_create,4,,,na,,,na,,,na
slack:real,random,1,usergroups_create,4,,,na,,,na,,,na
slack:real,engineering,1,usergroups_create,4,,,na,,,na,,,na
slack:real,incident-response,4,usergroups_create,4,,,na,,,na,,,na
slack:real,on-call,4,usergroups_create,4,,,na,,,na,,,na
slack:real,research-team,4,usergroups_create,4,,,na,,,na,,,na
slack:real,exec-private,4,usergroups_create,4,,,na,,,na,,,na
slack:real,hr-internal,4,usergroups_create,4,,,na,,,na,,,na
slack:real,team-leads,4,usergroups_create,4,,,na,,,na,,,na
slack:real,channel-messages,4,usergroups_create,4,,,na,,,na,,,na
slack:real,message-reactions,4,usergroups_create,4,,,na,,,na,,,na
slack:real,read-markers,3,usergroups_create,4,,,na,,,na,,,na
slack:real,usergroup-membership,4,usergroups_create,4,1,16.0,medium,3,48.0,high,3,48.0,high
slack:real,agent-channel-membership,4,usergroups_create,4,,,na,,,na,,,na
slack:real,user-directory,5,usergroups_create,4,,,na,,,na,,,na
slack:real,channel-directory,4,usergroups_create,4,,,na,,,na,,,na
slack:real,usergroup-directory,4,usergroups_create,4,1,16.0,medium,3,48.0,high,3,48.0,high
slack:real,usergroup-metadata,4,usergroups_create,4,1,16.0,medium,3,48.0,high,3,48.0,high
slack:real,general,1,usergroups_list,2,,,na,,,na,,,na
slack:real,announcements,1,usergroups_list,2,,,na,,,na,,,na
slack:real,random,1,usergroups_list,2,,,na,,,na,,,na
slack:real,engineering,1,usergroups_list,2,,,na,,,na,,,na
slack:real,incident-response,4,usergroups_list,2,,,na,,,na,,,na
slack:real,on-call,4,usergroups_list,2,,,na,,,na,,,na
slack:real,research-team,4,usergroups_list,2,,,na,,,na,,,na
slack:real,exec-private,4,usergroups_list,2,,,na,,,na,,,na
slack:real,hr-internal,4,usergroups_list,2,,,na,,,na,,,na
slack:real,team-leads,4,usergroups_list,2,,,na,,,na,,,na
slack:real,channel-messages,4,usergroups_list,2,,,na,,,na,,,na
slack:real,message-reactions,4,usergroups_list,2,,,na,,,na,,,na
slack:real,read-markers,3,usergroups_list,2,,,na,,,na,,,na
slack:real,usergroup-membership,4,usergroups_list,2,3,24.0,high,3,24.0,high,3,24.0,high
slack:real,agent-channel-membership,4,usergroups_list,2,,,na,,,na,,,na
slack:real,user-directory,5,usergroups_list,2,,,na,,,na,,,na
slack:real,channel-directory,4,usergroups_list,2,,,na,,,na,,,na
slack:real,usergroup-directory,4,usergroups_list,2,4,32.0,high,4,32.0,high,4,32.0,high
slack:real,usergroup-metadata,4,usergroups_list,2,,,na,,,na,,,na
slack:real,general,1,usergroups_me,4,,,na,,,na,,,na
slack:real,announcements,1,usergroups_me,4,,,na,,,na,,,na
slack:real,random,1,usergroups_me,4,,,na,,,na,,,na
slack:real,engineering,1,usergroups_me,4,,,na,,,na,,,na
slack:real,incident-response,4,usergroups_me,4,,,na,,,na,,,na
slack:real,on-call,4,usergroups_me,4,,,na,,,na,,,na
slack:real,research-team,4,usergroups_me,4,,,na,,,na,,,na
slack:real,exec-private,4,usergroups_me,4,,,na,,,na,,,na
slack:real,hr-internal,4,usergroups_me,4,,,na,,,na,,,na
slack:real,team-leads,4,usergroups_me,4,,,na,,,na,,,na
slack:real,channel-messages,4,usergroups_me,4,,,na,,,na,,,na
slack:real,message-reactions,4,usergroups_me,4,,,na,,,na,,,na
slack:real,read-markers,3,usergroups_me,4,,,na,,,na,,,na
slack:real,usergroup-membership,4,usergroups_me,4,2,32.0,high,3,48.0,high,3,48.0,high
slack:real,agent-channel-membership,4,usergroups_me,4,2,32.0,high,3,48.0,high,3,48.0,high
slack:real,user-directory,5,usergroups_me,4,,,na,,,na,,,na
slack:real,channel-directory,4,usergroups_me,4,,,na,,,na,,,na
slack:real,usergroup-directory,4,usergroups_me,4,2,32.0,high,3,48.0,high,3,48.0,high
slack:real,usergroup-metadata,4,usergroups_me,4,,,na,,,na,,,na
slack:real,general,1,usergroups_update,4,,,na,,,na,,,na
slack:real,announcements,1,usergroups_update,4,,,na,,,na,,,na
slack:real,random,1,usergroups_update,4,,,na,,,na,,,na
slack:real,engineering,1,usergroups_update,4,,,na,,,na,,,na
slack:real,incident-response,4,usergroups_update,4,,,na,,,na,,,na
slack:real,on-call,4,usergroups_update,4,,,na,,,na,,,na
slack:real,research-team,4,usergroups_update,4,,,na,,,na,,,na
slack:real,exec-private,4,usergroups_update,4,,,na,,,na,,,na
slack:real,hr-internal,4,usergroups_update,4,,,na,,,na,,,na
slack:real,team-leads,4,usergroups_update,4,,,na,,,na,,,na
slack:real,channel-messages,4,usergroups_update,4,,,na,,,na,,,na
slack:real,message-reactions,4,usergroups_update,4,,,na,,,na,,,na
slack:real,read-markers,3,usergroups_update,4,,,na,,,na,,,na
slack:real,usergroup-membership,4,usergroups_update,4,2,32.0,high,3,48.0,high,3,48.0,high
slack:real,agent-channel-membership,4,usergroups_update,4,,,na,,,na,,,na
slack:real,user-directory,5,usergroups_update,4,,,na,,,na,,,na
slack:real,channel-directory,4,usergroups_update,4,,,na,,,na,,,na
slack:real,usergroup-directory,4,usergroups_update,4,2,32.0,high,3,48.0,high,3,48.0,high
slack:real,usergroup-metadata,4,usergroups_update,4,2,32.0,high,3,48.0,high,3,48.0,high
slack:real,general,1,usergroups_users_update,5,,,na,,,na,,,na
slack:real,announcements,1,usergroups_users_update,5,,,na,,,na,,,na
slack:real,random,1,usergroups_users_update,5,,,na,,,na,,,na
slack:real,engineering,1,usergroups_users_update,5,,,na,,,na,,,na
slack:real,incident-response,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,on-call,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,research-team,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,exec-private,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,hr-internal,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,team-leads,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,channel-messages,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,message-reactions,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,read-markers,3,usergroups_users_update,5,,,na,,,na,,,na
slack:real,usergroup-membership,4,usergroups_users_update,5,4,80.0,high,4,80.0,high,4,80.0,high
slack:real,agent-channel-membership,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,user-directory,5,usergroups_users_update,5,,,na,,,na,,,na
slack:real,channel-directory,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,usergroup-directory,4,usergroups_users_update,5,4,80.0,high,4,80.0,high,4,80.0,high
slack:real,usergroup-metadata,4,usergroups_users_update,5,,,na,,,na,,,na
slack:real,general,1,users_search,3,,,na,,,na,,,na
slack:real,announcements,1,users_search,3,,,na,,,na,,,na
slack:real,random,1,users_search,3,,,na,,,na,,,na
slack:real,engineering,1,users_search,3,,,na,,,na,,,na
slack:real,incident-response,4,users_search,3,,,na,,,na,,,na
slack:real,on-call,4,users_search,3,,,na,,,na,,,na
slack:real,research-team,4,users_search,3,,,na,,,na,,,na
slack:real,exec-private,4,users_search,3,,,na,,,na,,,na
slack:real,hr-internal,4,users_search,3,,,na,,,na,,,na
slack:real,team-leads,4,users_search,3,,,na,,,na,,,na
slack:real,channel-messages,4,users_search,3,,,na,,,na,,,na
slack:real,message-reactions,4,users_search,3,,,na,,,na,,,na
slack:real,read-markers,3,users_search,3,,,na,,,na,,,na
slack:real,usergroup-membership,4,users_search,3,,,na,,,na,,,na
slack:real,agent-channel-membership,4,users_search,3,,,na,,,na,,,na
slack:real,user-directory,5,users_search,3,3,45.0,high,4,60.0,critical,3,45.0,high
slack:real,channel-directory,4,users_search,3,,,na,,,na,,,na
slack:real,usergroup-directory,4,users_search,3,,,na,,,na,,,na
slack:real,usergroup-metadata,4,users_search,3,,,na,,,na,,,na
